"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"JacksonCsvMapper","avgt",1,100,1122.807322071645,6.1873813714947525,"ns/op","","1",""
"JacksonCsvMapper","avgt",1,100,9076.762987334034,31.53786208127807,"ns/op","","10",""
"JacksonCsvMapper","avgt",1,100,85812.4598717814,147.42614327382293,"ns/op","","100",""
"JacksonCsvMapper","avgt",1,100,792684.5251717072,1435.9842152660362,"ns/op","","1000",""
"OpenCsvMapper","avgt",1,100,2599.7242083638166,1.3929911776763677,"ns/op","","1",""
"OpenCsvMapper","avgt",1,100,13769.913563400893,28.392352871526064,"ns/op","","10",""
"OpenCsvMapper","avgt",1,100,127294.18132211264,254.93089157214632,"ns/op","","100",""
"OpenCsvMapper","avgt",1,100,1316548.95869202,5350.1519513682615,"ns/op","","1000",""
"ReadSfmCsvMapper","avgt",1,100,2336.5806964250296,14.196118206414814,"ns/op","","1",""
"ReadSfmCsvMapper","avgt",1,100,6410.778274174863,46.18233257591462,"ns/op","","10",""
"ReadSfmCsvMapper","avgt",1,100,53851.92398195718,465.3569632978655,"ns/op","","100",""
"ReadSfmCsvMapper","avgt",1,100,576659.0888712939,1064.091431480029,"ns/op","","1000",""
"UnivocityCsvMapper","avgt",1,100,4606910.618880675,12605.947282424002,"ns/op","","1",""
"UnivocityCsvMapper","avgt",1,100,4609394.931342359,11386.570102469454,"ns/op","","10",""
"UnivocityCsvMapper","avgt",1,100,4714168.52463941,13616.192522094108,"ns/op","","100",""
"UnivocityCsvMapper","avgt",1,100,5637548.817640718,23401.781266312384,"ns/op","","1000",""
"HibernateStatefull","avgt",1,100,37067.58100212594,695.8583772511424,"ns/op","HSQLDB","1",""
"HibernateStatefull","avgt",1,100,143725.44403281304,666.1679988985104,"ns/op","HSQLDB","10",""
"HibernateStatefull","avgt",1,100,1339112.6931360536,29035.281899740443,"ns/op","HSQLDB","100",""
"HibernateStatefull","avgt",1,100,1.223113768246638E7,95588.93321148989,"ns/op","HSQLDB","1000",""
"db.ibatis.MyBatis","avgt",1,100,20142.777651067194,245.77629241839637,"ns/op","HSQLDB","1",""
"db.ibatis.MyBatis","avgt",1,100,52291.86999329488,336.0737358028796,"ns/op","HSQLDB","10",""
"db.ibatis.MyBatis","avgt",1,100,359531.090652658,2851.9523527272527,"ns/op","HSQLDB","100",""
"db.ibatis.MyBatis","avgt",1,100,3493167.2705777423,18601.124009744708,"ns/op","HSQLDB","1000",""
"PureJdbc","avgt",1,100,1925.7907531094959,18.36096456712989,"ns/op","HSQLDB","1",""
