"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"PureJdbc","avgt",1,100,5042.9849318563765,29.927063243384275,"ns/op","HSQLDB","10",""
"PureJdbc","avgt",1,100,35186.805121204656,44.88868495220772,"ns/op","HSQLDB","100",""
"PureJdbc","avgt",1,100,336625.95606530143,671.8377821916522,"ns/op","HSQLDB","1000",""
"Jooq.testFetchRecord","avgt",1,100,29460.8936359787,373.23841961452695,"ns/op","HSQLDB","1",""
"Jooq.testFetchRecord","avgt",1,100,44009.94286369056,243.35679223720922,"ns/op","HSQLDB","10",""
"Jooq.testFetchRecord","avgt",1,100,176350.97487792425,1485.5497523672213,"ns/op","HSQLDB","100",""
"Jooq.testFetchRecord","avgt",1,100,1559655.2507187577,19720.930617333568,"ns/op","HSQLDB","1000",""
"Jooq.testSqlSmfMapper","avgt",1,100,32822.274978993526,148.24330425613294,"ns/op","HSQLDB","1",""
"Jooq.testSqlSmfMapper","avgt",1,100,43472.962653899594,382.6039472883514,"ns/op","HSQLDB","10",""
"Jooq.testSqlSmfMapper","avgt",1,100,141448.45870305088,1410.741451721845,"ns/op","HSQLDB","100",""
"Jooq.testSqlSmfMapper","avgt",1,100,1118003.031626625,17355.83847647028,"ns/op","HSQLDB","1000",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,38604.32101344748,113.69198127910491,"ns/op","HSQLDB","1",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,55232.3352630077,273.8752484763243,"ns/op","HSQLDB","10",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,204774.29278229148,695.0006027639324,"ns/op","HSQLDB","100",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,1772289.9179804367,14973.634719232581,"ns/op","HSQLDB","1000",""
"JdbcMapperDynamic","avgt",1,100,2181.2059836548233,13.786461726908303,"ns/op","HSQLDB","1","true"
"JdbcMapperDynamic","avgt",1,100,2214.5550952404337,11.610552334289421,"ns/op","HSQLDB","1","false"
"JdbcMapperDynamic","avgt",1,100,6218.882162093734,21.76926687456239,"ns/op","HSQLDB","10","true"
"JdbcMapperDynamic","avgt",1,100,6671.086312936851,38.253512836189245,"ns/op","HSQLDB","10","false"
"JdbcMapperDynamic","avgt",1,100,45714.4271272478,65.44760760583267,"ns/op","HSQLDB","100","true"
"JdbcMapperDynamic","avgt",1,100,49871.663827451455,55.25872106184325,"ns/op","HSQLDB","100","false"
"JdbcMapperDynamic","avgt",1,100,439786.1407818744,933.0152979075235,"ns/op","HSQLDB","1000","true"
"JdbcMapperDynamic","avgt",1,100,480406.450156533,983.3289727833171,"ns/op","HSQLDB","1000","false"
"JdbcMapperStatic","avgt",1,100,2019.537265336954,14.75379584680565,"ns/op","HSQLDB","1","true"
"JdbcMapperStatic","avgt",1,100,2015.2814399569734,19.55716643674805,"ns/op","HSQLDB","1","false"
"JdbcMapperStatic","avgt",1,100,5255.851492441938,17.421424954801218,"ns/op","HSQLDB","10","true"
"JdbcMapperStatic","avgt",1,100,5544.552120827476,15.797413347309103,"ns/op","HSQLDB","10","false"
"JdbcMapperStatic","avgt",1,100,37673.68953027917,63.5289611402484,"ns/op","HSQLDB","100","true"
"JdbcMapperStatic","avgt",1,100,41696.28776219978,202.71952609577977,"ns/op","HSQLDB","100","false"
"JdbcMapperStatic","avgt",1,100,358678.9257774026,839.2619169648993,"ns/op","HSQLDB","1000","true"
"JdbcMapperStatic","avgt",1,100,399234.5068722394,838.4928745842344,"ns/op","HSQLDB","1000","false"
"BeanPropertyRowMapper","avgt",1,100,15024.783514881656,177.96931487598812,"ns/op","HSQLDB","1",""
"BeanPropertyRowMapper","avgt",1,100,121918.08828363408,2198.811256029542,"ns/op","HSQLDB","10",""
"BeanPropertyRowMapper","avgt",1,100,1191479.7702676551,15249.625046545005,"ns/op","HSQLDB","100",""
"BeanPropertyRowMapper","avgt",1,100,1.1839887439513698E7,199959.65127611492,"ns/op","HSQLDB","1000",""
"Roma","avgt",1,100,2634.557456757218,16.61349841732271,"ns/op","HSQLDB","1",""
"Roma","avgt",1,100,6455.9370240788185,15.41259145901696,"ns/op","HSQLDB","10",""
"Roma","avgt",1,100,43483.625596017286,108.59572786822916,"ns/op","HSQLDB","100",""
"Roma","avgt",1,100,410553.17186332395,739.2088470278392,"ns/op","HSQLDB","1000",""
"Sql2O","avgt",1,100,6452.891708933454,19.304609203333687,"ns/op","HSQLDB","1",""
"Sql2O","avgt",1,100,12226.59030453675,78.40244022032682,"ns/op","HSQLDB","10",""
"Sql2O","avgt",1,100,66217.4106849229,127.91322846841874,"ns/op","HSQLDB","100",""
"Sql2O","avgt",1,100,609071.1829389797,4132.364940998848,"ns/op","HSQLDB","1000",""
