"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,30144.21232133962,187.8437023822792,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,37564.37886073124,214.70216773326229,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,107144.34161093045,194.07610889649754,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,835645.8108362369,2568.1197786868947,"ns/op","","1000",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,29512.31278382441,160.0484396553771,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,41351.82971999841,126.60018362064633,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,160517.15280059463,649.4527545930582,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,1353433.3361928498,9638.385392882496,"ns/op","","1000",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,20835.07260461087,87.6598311837359,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,25200.34942748492,117.81143486446604,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,66445.05395850525,286.79056575808283,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,544346.7226330345,2025.8994982664603,"ns/op","","1000",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,4880333.652657067,21641.336857932376,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,4872993.747193248,18141.794704204887,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,5069595.040632255,166336.21088338917,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,5905809.768465848,30028.752660247777,"ns/op","","1000",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,19029.8346810518,177.49522575952568,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,41804.67616016488,395.6659409436438,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,248085.5860175442,879.4897309785141,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,2536729.9073908157,19258.089002142075,"ns/op","HSQLDB","1000",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,20050.110436635547,571.611856250115,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,52332.44125300515,353.05516909873563,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,361378.97491349536,4570.666878150273,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,3593113.3022340513,37112.791847021625,"ns/op","HSQLDB","1000",""
"org.sfm.benchmark.db.jdbc.PureJdbcBenchmark.testQuery","avgt",1,100,1988.8807278211561,25.447881752307673,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.jdbc.PureJdbcBenchmark.testQuery","avgt",1,100,5006.031762021758,14.10658565332034,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.jdbc.PureJdbcBenchmark.testQuery","avgt",1,100,35206.779614855805,59.214293906016636,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.jdbc.PureJdbcBenchmark.testQuery","avgt",1,100,337537.53910247335,1041.7326368027234,"ns/op","HSQLDB","1000",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testFetchRecord","avgt",1,100,29528.458156294815,222.2599386125155,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testFetchRecord","avgt",1,100,45340.31482250155,676.8160729531808,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testFetchRecord","avgt",1,100,175996.4034939557,2284.7540550689782,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testFetchRecord","avgt",1,100,1510277.147061366,17391.353466854827,"ns/op","HSQLDB","1000",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlSmfMapper","avgt",1,100,32583.14824507647,192.66277013683515,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlSmfMapper","avgt",1,100,43841.67098501967,332.7959797728382,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlSmfMapper","avgt",1,100,139649.1123234807,993.8100472491842,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlSmfMapper","avgt",1,100,1119604.7297874074,18608.627480494626,"ns/op","HSQLDB","1000",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlWithJooqMapper","avgt",1,100,39528.23448400748,628.4122306212946,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlWithJooqMapper","avgt",1,100,55727.6583342941,539.2893481052606,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlWithJooqMapper","avgt",1,100,204492.4255528848,810.967735085396,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.jooq.JooqBenchmark.testSqlWithJooqMapper","avgt",1,100,1764251.753206995,13614.058045727206,"ns/op","HSQLDB","1000",""
