"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",106.25205186510108,2.331977495484297,3544580
PureJdbc,"10",306.193985152392,3.76194628578477,3102722
PureJdbc,"100",2455.224948868724,10.169068268859613,2817747
PureJdbc,"1000",23732.9808426732,39.077096202684764,2311596
JdbcMapperStatic,"1",127.70604334640136,2.2066288319982115,2555091
JdbcMapperStatic,"10",653.8005319236793,4.6063901256525215,2724451
JdbcMapperStatic,"100",6315.492161564344,21.0266408910495,2399267
JdbcMapperStatic,"1000",61222.23326605381,53.52816731604026,3586034
JdbcMapperDynamic,"1",167.63466086993793,2.80336982304094,3546368
JdbcMapperDynamic,"10",892.5872274097608,8.746304403394987,2045286
JdbcMapperDynamic,"100",8182.45605262509,19.435677833216634,3366151
JdbcMapperDynamic,"1000",79455.51004988576,70.42950596296788,2763514
JdbcMapperDynamicNoAsm,"1",244.89512231682596,3.9306705716509147,2141447
JdbcMapperDynamicNoAsm,"10",1722.888892909801,11.787808161790355,2044865
JdbcMapperDynamicNoAsm,"100",16330.058500615378,23.542478703111207,3366221
JdbcMapperDynamicNoAsm,"1000",165027.8222329047,119.45774466831134,1331360
Roma,"1",117.65712457307605,3.6426171694009386,2536166
Roma,"10",756.3789900230032,7.290826436536978,2384886
Roma,"100",7200.421382722527,22.61555605522906,2005189
Roma,"1000",72601.26334000737,65.49814963436042,3024155
Sql2o,"1",3551.112104493191,16.111755354195132,2481310
Sql2o,"10",6143.884734527939,22.114925280516474,2262950
Sql2o,"100",33231.219361590156,43.70388010610835,3306340
Sql2o,"1000",310378.2520884007,285.66842949428593,707958
Hibernate,"1",20728.307096290682,42.6157789150128,2663321
Hibernate,"10",38922.89681450652,56.40776377546408,2821792
Hibernate,"100",218684.86413955982,230.1999887990056,1004759
Hibernate,"1000",1974820.6463296325,2534.9916341810854,111324
MyBatis,"1",12337.241130512763,32.763657894222,2246945
MyBatis,"10",43087.16960447305,56.779055932441544,2548954
MyBatis,"100",340678.04181684856,328.5430651240666,645051
MyBatis,"1000",3274288.1925414037,3382.648919119639,67144
RowMapper,"1",11316.799306532545,27.920611402707074,2438759
RowMapper,"10",111436.49527272137,105.30025516274291,1971536
RowMapper,"100",1129532.232508184,1090.5427807632514,194591
RowMapper,"1000",1.1106867212939095E7,11978.180081345732,19785
