"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",67.52762964912162,0.13691567092077161,1934317
PureJdbc,"10",174.6491419019565,0.3301559618924939,1642761
PureJdbc,"100",1165.347118604859,10.063035780195454,1521624
PureJdbc,"1000",11051.3242126194,41.69485061510686,1248221
JdbcMapperStatic,"1",98.82238700633248,5.566063418221253,1551525
JdbcMapperStatic,"10",359.1866697859529,5.981027999215951,1436226
JdbcMapperStatic,"100",2803.1121648761773,20.134849404782447,1243794
JdbcMapperStatic,"1000",32431.729309729184,56.953351371204384,1694335
JdbcMapperDynamic,"1",136.79475038426716,0.18532891583184782,1187325
JdbcMapperDynamic,"10",394.22308080921397,7.871934495426668,1292563
JdbcMapperDynamic,"100",2854.8844766756856,21.628183232562602,1225588
JdbcMapperDynamic,"1000",35778.58393885713,58.997624783933766,1534897
JdbcMapperDynamicNoAsm,"1",242.9705391017192,4.664875760227319,1185843
JdbcMapperDynamicNoAsm,"10",1278.5623295445164,9.591416959017069,1392959
JdbcMapperDynamicNoAsm,"100",12109.215821211139,40.94750230793631,1137789
JdbcMapperDynamicNoAsm,"1000",132695.43685048193,165.70115774687423,828114
Roma,"1",77.54741924625107,3.3567516376126827,1339783
Roma,"10",316.05985099964454,7.170831727237295,1558654
Roma,"100",2639.9828986396024,19.728015443413287,1317556
Roma,"1000",25545.330467832395,66.41599899706539,1075321
Sql2o,"1",3149.9464143659284,21.05469737169984,1120039
Sql2o,"10",5889.96745845738,29.188709502124336,1184025
Sql2o,"100",35776.37809320896,61.947202857470494,1533844
Sql2o,"1000",306656.32603763475,402.3150473565343,358339
Hibernate,"1",20314.810144120085,57.95172115754319,1356924
Hibernate,"10",38882.39998638923,78.36476558185936,1410648
Hibernate,"100",209444.91647558653,300.5741857654698,524649
Hibernate,"1000",1991454.4382331644,3263.235186816861,55240
MyBatis,"1",12587.647587891928,45.33036446240417,1101381
MyBatis,"10",43147.27302823238,78.5835479571679,1273502
MyBatis,"100",338064.81024432706,298.76114358544083,325097
MyBatis,"1000",3330945.4340216797,4858.367777421276,33026
RowMapper,"1",11139.061994469897,35.91478478450298,1238675
RowMapper,"10",109957.3534246356,136.39974730875804,999172
RowMapper,"100",1100844.8538245894,1351.1960347833246,99880
RowMapper,"1000",1.106450321618914E7,17639.544319044548,9982
