"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",278810.9622764566,667.0761331758088,394051
PureJdbc,"10",366259.5786891366,1209.1452398145368,300016
PureJdbc,"100",863924.0628354538,2536.9982200287677,127253
PureJdbc,"1000",3448377.3312846883,7156.362472612494,31891
JdbcMapperStatic,"1",315928.34386538,794.5638002513172,347764
JdbcMapperStatic,"10",381603.74447986775,1250.5535046222178,287946
JdbcMapperStatic,"100",956658.6133017784,2134.778408645316,114932
JdbcMapperStatic,"1000",3415568.389977334,7251.901927318682,32207
JdbcMapperDynamic,"1",297193.47559537337,754.0356887691333,369684
JdbcMapperDynamic,"10",400675.7072750942,1314.0412351228076,274237
JdbcMapperDynamic,"100",978477.7616462253,2135.8022898633126,112354
JdbcMapperDynamic,"1000",3503747.4502007263,6930.103121646181,31386
JdbcMapperDynamicNoAsm,"1",303936.2278499921,763.8881347996734,361501
JdbcMapperDynamicNoAsm,"10",391304.58644977957,1291.9292941232338,280822
JdbcMapperDynamicNoAsm,"100",993450.6281097787,2103.5273516669613,110659
JdbcMapperDynamicNoAsm,"1000",3543655.7855670103,7483.821199113648,31040
Roma,"1",339201.99399228813,1059.2942322948459,323917
Roma,"10",416235.66951877734,1308.2964643670225,264015
Roma,"100",1030529.8549333534,2190.896560375446,106682
Roma,"1000",3738664.1220647707,8074.447520739204,29427
Sql2o,"1",336748.730718778,1025.7166187851838,326276
Sql2o,"10",409832.4126849137,1277.2050863987427,268098
Sql2o,"100",1114870.5554406247,2402.2511163384993,98610
Sql2o,"1000",4260023.017152593,9401.450310784794,25827
Jooq,"1",409822.45676585875,857.1663845993793,268133
Jooq,"10",611444.6629507248,1840.3132165984666,179766
Jooq,"100",1272424.2495603072,4172.765168092772,86424
Jooq,"1000",4964607.422851474,11094.034509621071,22178
Hibernate,"1",408935.87433557166,1209.4468060639274,268652
Hibernate,"10",542002.9681943945,1541.7188378241917,202763
Hibernate,"100",1311938.64770721,3923.7589566169095,83828
Hibernate,"1000",5922661.197139938,16912.40848933639,18601
MyBatis,"1",521300.9431529818,1656.476075374319,210829
MyBatis,"10",664041.5282875265,1953.656631749695,165550
MyBatis,"100",1437187.6667973548,5663.770840339082,76518
MyBatis,"1000",7317025.004846312,23810.92117140465,15063
RowMapper,"1",394176.80650565156,1265.6535790007688,278773
RowMapper,"10",660326.2994275279,1971.313060848374,166471
RowMapper,"100",2125586.4440321582,5777.562353240331,51744
RowMapper,"1000",1.2510873177242393E7,49594.102739757225,8841
