"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"HibernateStatefull","avgt",1,100.000000,308089.266407,7876.925075,"ns/op",MYSQL,1,
"HibernateStatefull","avgt",1,100.000000,370812.057490,11681.087194,"ns/op",MYSQL,10,
"HibernateStatefull","avgt",1,100.000000,932155.170306,17149.745090,"ns/op",MYSQL,100,
"HibernateStatefull","avgt",1,100.000000,4629836.606373,27876.753047,"ns/op",MYSQL,1000,
"MyBatis","avgt",1,100.000000,404597.679390,5545.862844,"ns/op",MYSQL,1,
"MyBatis","avgt",1,100.000000,487135.197140,11714.511188,"ns/op",MYSQL,10,
"MyBatis","avgt",1,100.000000,945718.595621,16312.087066,"ns/op",MYSQL,100,
"MyBatis","avgt",1,100.000000,5133802.837658,38606.361959,"ns/op",MYSQL,1000,
"PureJdbc","avgt",1,100.000000,235865.216760,2539.451639,"ns/op",MYSQL,1,
"PureJdbc","avgt",1,100.000000,270073.102761,4683.787296,"ns/op",MYSQL,10,
"PureJdbc","avgt",1,100.000000,566844.684958,24089.940329,"ns/op",MYSQL,100,
"PureJdbc","avgt",1,100.000000,2362211.895960,11005.975209,"ns/op",MYSQL,1000,
"Jooq.testFetchRecord","avgt",1,100.000000,337003.899413,1495.894923,"ns/op",MYSQL,1,
"Jooq.testFetchRecord","avgt",1,100.000000,382532.173733,4523.815681,"ns/op",MYSQL,10,
"Jooq.testFetchRecord","avgt",1,100.000000,776508.207072,21194.335844,"ns/op",MYSQL,100,
"Jooq.testFetchRecord","avgt",1,100.000000,3289535.930196,16731.699892,"ns/op",MYSQL,1000,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,339565.690907,2057.680158,"ns/op",MYSQL,1,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,386527.913115,4208.233334,"ns/op",MYSQL,10,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,780913.845867,19249.906797,"ns/op",MYSQL,100,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,3385726.502872,14180.766558,"ns/op",MYSQL,1000,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,335159.470250,1704.278989,"ns/op",MYSQL,1,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,360884.649084,2676.073654,"ns/op",MYSQL,10,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,698665.680194,21945.955696,"ns/op",MYSQL,100,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,2632358.106231,22109.243787,"ns/op",MYSQL,1000,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,343750.427195,1739.117161,"ns/op",MYSQL,1,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,399741.560276,4146.882489,"ns/op",MYSQL,10,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,877266.922313,18787.458705,"ns/op",MYSQL,100,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,3942953.250640,20001.906067,"ns/op",MYSQL,1000,
"JdbcMapperDynamic","avgt",1,100.000000,237794.789994,2420.033830,"ns/op",MYSQL,1,true
"JdbcMapperDynamic","avgt",1,100.000000,241571.097545,3254.073393,"ns/op",MYSQL,1,false
"JdbcMapperDynamic","avgt",1,100.000000,290841.491352,7136.242788,"ns/op",MYSQL,10,true
"JdbcMapperDynamic","avgt",1,100.000000,302972.245948,9685.104018,"ns/op",MYSQL,10,false
"JdbcMapperDynamic","avgt",1,100.000000,587082.666246,21161.303336,"ns/op",MYSQL,100,true
"JdbcMapperDynamic","avgt",1,100.000000,609724.055254,19076.983518,"ns/op",MYSQL,100,false
"JdbcMapperDynamic","avgt",1,100.000000,2507939.145097,13136.943690,"ns/op",MYSQL,1000,true
"JdbcMapperDynamic","avgt",1,100.000000,2679099.197894,11295.365791,"ns/op",MYSQL,1000,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,239296.146999,3468.193583,"ns/op",MYSQL,1,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,241696.664773,2619.072725,"ns/op",MYSQL,1,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,280124.267430,5766.929933,"ns/op",MYSQL,10,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,298556.964999,9478.686174,"ns/op",MYSQL,10,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,560187.300542,19590.186718,"ns/op",MYSQL,100,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,596273.825742,17672.428084,"ns/op",MYSQL,100,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,2379112.691822,10931.479781,"ns/op",MYSQL,1000,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,2545346.589218,14426.862554,"ns/op",MYSQL,1000,false
"JdbcMapperStatic","avgt",1,100.000000,237821.674708,2969.625909,"ns/op",MYSQL,1,true
"JdbcMapperStatic","avgt",1,100.000000,238130.353749,2221.423855,"ns/op",MYSQL,1,false
"JdbcMapperStatic","avgt",1,100.000000,270046.462317,4946.079476,"ns/op",MYSQL,10,true
"JdbcMapperStatic","avgt",1,100.000000,289894.118825,7159.401200,"ns/op",MYSQL,10,false
"JdbcMapperStatic","avgt",1,100.000000,560430.783188,21757.553099,"ns/op",MYSQL,100,true
"JdbcMapperStatic","avgt",1,100.000000,592986.847787,19531.107077,"ns/op",MYSQL,100,false
"JdbcMapperStatic","avgt",1,100.000000,2375931.892944,10019.171652,"ns/op",MYSQL,1000,true
"JdbcMapperStatic","avgt",1,100.000000,2537612.834535,13192.016124,"ns/op",MYSQL,1000,false
"JdbcMapperStaticForEach","avgt",1,100.000000,236519.388092,2747.939526,"ns/op",MYSQL,1,true
"JdbcMapperStaticForEach","avgt",1,100.000000,238622.648132,2695.820094,"ns/op",MYSQL,1,false
"JdbcMapperStaticForEach","avgt",1,100.000000,272900.888643,4719.378411,"ns/op",MYSQL,10,true
"JdbcMapperStaticForEach","avgt",1,100.000000,290913.138725,8363.535272,"ns/op",MYSQL,10,false
"JdbcMapperStaticForEach","avgt",1,100.000000,565193.290870,21614.849913,"ns/op",MYSQL,100,true
"JdbcMapperStaticForEach","avgt",1,100.000000,591207.379932,19539.938203,"ns/op",MYSQL,100,false
"JdbcMapperStaticForEach","avgt",1,100.000000,2373860.256846,9467.930644,"ns/op",MYSQL,1000,true
"JdbcMapperStaticForEach","avgt",1,100.000000,2558114.015822,17461.175224,"ns/op",MYSQL,1000,false
"BeanPropertyRowMapper","avgt",1,100.000000,288579.756792,9329.269585,"ns/op",MYSQL,1,
"BeanPropertyRowMapper","avgt",1,100.000000,439059.936026,12711.607219,"ns/op",MYSQL,10,
"BeanPropertyRowMapper","avgt",1,100.000000,1812446.382178,23390.890816,"ns/op",MYSQL,100,
"BeanPropertyRowMapper","avgt",1,100.000000,13460422.886901,93363.241565,"ns/op",MYSQL,1000,
"Roma","avgt",1,100.000000,231768.625746,2471.177959,"ns/op",MYSQL,1,
"Roma","avgt",1,100.000000,258708.340759,4838.406036,"ns/op",MYSQL,10,
"Roma","avgt",1,100.000000,478082.215295,22338.884881,"ns/op",MYSQL,100,
"Roma","avgt",1,100.000000,1511887.670322,30472.356087,"ns/op",MYSQL,1000,
"Sql2O.sfm","avgt",1,100.000000,249472.546884,2843.741880,"ns/op",MYSQL,1,
"Sql2O.sfm","avgt",1,100.000000,307812.193328,10417.895314,"ns/op",MYSQL,10,
"Sql2O.sfm","avgt",1,100.000000,587467.477564,23542.378111,"ns/op",MYSQL,100,
"Sql2O.sfm","avgt",1,100.000000,2422990.887396,10665.200735,"ns/op",MYSQL,1000,
"Sql2O","avgt",1,100.000000,256441.007138,3610.153532,"ns/op",MYSQL,1,
"Sql2O","avgt",1,100.000000,328934.870391,11107.259643,"ns/op",MYSQL,10,
"Sql2O","avgt",1,100.000000,688844.165737,26560.383244,"ns/op",MYSQL,100,
"Sql2O","avgt",1,100.000000,2863268.891585,12595.657525,"ns/op",MYSQL,1000,
