"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"JacksonCsvMapper","avgt",1,100,20137.72444503493,116.0999762964228,"ns/op","","1",""
"JacksonCsvMapper","avgt",1,100,27195.89398877041,100.09274809661954,"ns/op","","10",""
"JacksonCsvMapper","avgt",1,100,97165.26443907285,209.13660451527,"ns/op","","100",""
"JacksonCsvMapper","avgt",1,100,825507.0052279953,1844.9027254665361,"ns/op","","1000",""
"OpenCsvMapper","avgt",1,100,21371.479288580744,69.69705979722995,"ns/op","","1",""
"OpenCsvMapper","avgt",1,100,33373.791898282216,126.69816207122514,"ns/op","","10",""
"OpenCsvMapper","avgt",1,100,152080.06850306512,629.1033406135601,"ns/op","","100",""
"OpenCsvMapper","avgt",1,100,1345561.7803168932,8187.799170429316,"ns/op","","1000",""
"ReadSfmCsvMapper","avgt",1,100,21206.433180849053,111.74864952192027,"ns/op","","1",""
"ReadSfmCsvMapper","avgt",1,100,25275.64293036645,96.60346242696828,"ns/op","","10",""
"ReadSfmCsvMapper","avgt",1,100,66262.87045294343,198.18517432279927,"ns/op","","100",""
"ReadSfmCsvMapper","avgt",1,100,547656.7355747855,835.3282952668717,"ns/op","","1000",""
"UnivocityCsvMapper","avgt",1,100,5323730.879629991,20239.307702797272,"ns/op","","1",""
"UnivocityCsvMapper","avgt",1,100,5283979.68783531,21923.48224321093,"ns/op","","10",""
"UnivocityCsvMapper","avgt",1,100,5378144.437070769,24300.40308471503,"ns/op","","100",""
"UnivocityCsvMapper","avgt",1,100,6293026.0864128,32248.095518236485,"ns/op","","1000",""
"JacksonCsvMapper","avgt",1,100,19609.498470302664,90.69217167348305,"ns/op","","1",""
"JacksonCsvMapper","avgt",1,100,25060.761626854975,100.08965674806008,"ns/op","","10",""
"JacksonCsvMapper","avgt",1,100,76195.91826753425,220.3465514598523,"ns/op","","100",""
"JacksonCsvMapper","avgt",1,100,610900.47901387,1112.1455801096477,"ns/op","","1000",""
"OpenCsvParser","avgt",1,100,21228.001192176584,124.1023802253599,"ns/op","","1",""
"OpenCsvParser","avgt",1,100,28653.51904619504,75.86799872900215,"ns/op","","10",""
"OpenCsvParser","avgt",1,100,105813.41544207469,85.89582645032662,"ns/op","","100",""
"OpenCsvParser","avgt",1,100,939620.5628816489,7443.85899415358,"ns/op","","1000",""
"ReadSfmCsvParser","avgt",1,100,20617.51916230784,78.14933096733873,"ns/op","","1",""
"ReadSfmCsvParser","avgt",1,100,24243.134350909782,114.76723706929049,"ns/op","","10",""
"ReadSfmCsvParser","avgt",1,100,60873.52989651328,413.090027045779,"ns/op","","100",""
"ReadSfmCsvParser","avgt",1,100,429026.51770694554,1268.1390059290707,"ns/op","","1000",""
"ReadSfmCsvParserCC","avgt",1,100,20303.187040836678,52.267512397077,"ns/op","","1",""
"ReadSfmCsvParserCC","avgt",1,100,23725.276807496553,77.50935458181766,"ns/op","","10",""
"ReadSfmCsvParserCC","avgt",1,100,52697.86352891528,150.48451821854613,"ns/op","","100",""
"ReadSfmCsvParserCC","avgt",1,100,360637.2470012525,1058.4605541576666,"ns/op","","1000",""
"HibernateStatefull","avgt",1,100,350012.4753377524,6932.954885081135,"ns/op","MYSQL","1",""
"HibernateStatefull","avgt",1,100,445723.79426341027,8878.449544211886,"ns/op","MYSQL","10",""
"HibernateStatefull","avgt",1,100,1186161.0607900796,35128.23311103521,"ns/op","MYSQL","100",""
"HibernateStatefull","avgt",1,100,5678638.836186016,34082.473374444024,"ns/op","MYSQL","1000",""
"MyBatis","avgt",1,100,419568.55764878413,4024.9272641410994,"ns/op","MYSQL","1",""
"MyBatis","avgt",1,100,536110.9209839995,7323.161353560281,"ns/op","MYSQL","10",""
"MyBatis","avgt",1,100,1350489.2441812668,40821.49594897969,"ns/op","MYSQL","100",""
"MyBatis","avgt",1,100,7553835.542306967,122862.33771278671,"ns/op","MYSQL","1000",""
"PureJdbc","avgt",1,100,252641.28261266986,3092.7251713903725,"ns/op","MYSQL","1",""
"PureJdbc","avgt",1,100,322933.52540021035,5096.586151574413,"ns/op","MYSQL","10",""
"PureJdbc","avgt",1,100,700437.2616671365,13513.372668590284,"ns/op","MYSQL","100",""
"PureJdbc","avgt",1,100,2884934.1595398034,14960.69433138629,"ns/op","MYSQL","1000",""
"Jooq.testFetchRecord","avgt",1,100,363258.72891347186,4390.793644319186,"ns/op","MYSQL","1",""
"Jooq.testFetchRecord","avgt",1,100,456631.80461999774,5778.286061334641,"ns/op","MYSQL","10",""
"Jooq.testFetchRecord","avgt",1,100,1032246.5553915399,18419.32270372037,"ns/op","MYSQL","100",""
"Jooq.testFetchRecord","avgt",1,100,4550790.747272361,26384.612233327738,"ns/op","MYSQL","1000",""
"Jooq.testSqlSmfMapper","avgt",1,100,356285.87588197703,3861.746511467575,"ns/op","MYSQL","1",""
"Jooq.testSqlSmfMapper","avgt",1,100,443870.252810513,5583.030291545106,"ns/op","MYSQL","10",""
"Jooq.testSqlSmfMapper","avgt",1,100,966154.3767205633,22956.942411074564,"ns/op","MYSQL","100",""
"Jooq.testSqlSmfMapper","avgt",1,100,3990607.4933128865,19669.31755020488,"ns/op","MYSQL","1000",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,361595.8260929887,2849.5971653023066,"ns/op","MYSQL","1",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,451288.4019444338,4783.661853453506,"ns/op","MYSQL","10",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,968581.5002468786,23485.661215863693,"ns/op","MYSQL","100",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,4057907.8501219284,16966.928009689644,"ns/op","MYSQL","1000",""
"JdbcMapperDynamic","avgt",1,100,252550.20332825277,2197.275977820333,"ns/op","MYSQL","1","true"
"JdbcMapperDynamic","avgt",1,100,253197.6267715658,2470.3017611397518,"ns/op","MYSQL","1","false"
"JdbcMapperDynamic","avgt",1,100,318583.96199228085,8310.67413903026,"ns/op","MYSQL","10","true"
"JdbcMapperDynamic","avgt",1,100,339713.39848822,6685.527261545896,"ns/op","MYSQL","10","false"
"JdbcMapperDynamic","avgt",1,100,734556.4040913213,12330.47767689134,"ns/op","MYSQL","100","true"
"JdbcMapperDynamic","avgt",1,100,741962.7069841336,12558.865092841754,"ns/op","MYSQL","100","false"
"JdbcMapperDynamic","avgt",1,100,2992305.8852415187,7169.1256615172315,"ns/op","MYSQL","1000","true"
"JdbcMapperDynamic","avgt",1,100,3175488.7086586547,7777.61237115883,"ns/op","MYSQL","1000","false"
"JdbcMapperStatic","avgt",1,100,248924.62790702825,2287.833243330846,"ns/op","MYSQL","1","true"
"JdbcMapperStatic","avgt",1,100,250784.51400339467,2269.621173068646,"ns/op","MYSQL","1","false"
"JdbcMapperStatic","avgt",1,100,325519.51632508956,6332.1031832499175,"ns/op","MYSQL","10","true"
"JdbcMapperStatic","avgt",1,100,337002.662472127,5282.652159445154,"ns/op","MYSQL","10","false"
"JdbcMapperStatic","avgt",1,100,705364.8680317407,12321.574910318826,"ns/op","MYSQL","100","true"
"JdbcMapperStatic","avgt",1,100,720967.7500042145,11276.318598828268,"ns/op","MYSQL","100","false"
"JdbcMapperStatic","avgt",1,100,2891056.9072774565,12033.09560649012,"ns/op","MYSQL","1000","true"
"JdbcMapperStatic","avgt",1,100,3051637.960343531,10810.660903883352,"ns/op","MYSQL","1000","false"
"BeanPropertyRowMapper","avgt",1,100,323430.1651186115,5787.211050694522,"ns/op","MYSQL","1",""
"BeanPropertyRowMapper","avgt",1,100,539557.7432972519,8212.36112069481,"ns/op","MYSQL","10",""
"BeanPropertyRowMapper","avgt",1,100,2128806.414483876,14810.446462458121,"ns/op","MYSQL","100",""
"BeanPropertyRowMapper","avgt",1,100,1.536860779212265E7,104938.90600847006,"ns/op","MYSQL","1000",""
"Roma","avgt",1,100,266525.66353865317,2723.370987440021,"ns/op","MYSQL","1",""
"Roma","avgt",1,100,358682.20948486566,7612.247142939741,"ns/op","MYSQL","10",""
"Roma","avgt",1,100,777552.1888722153,13693.84689990385,"ns/op","MYSQL","100",""
"Roma","avgt",1,100,3240707.5383382817,7143.197111010081,"ns/op","MYSQL","1000",""
"Sql2O.sfm","avgt",1,100,263466.3778085364,2819.678581005019,"ns/op","MYSQL","1",""
"Sql2O.sfm","avgt",1,100,340275.008336581,5319.019569385318,"ns/op","MYSQL","10",""
"Sql2O.sfm","avgt",1,100,731132.245616664,11499.041382806858,"ns/op","MYSQL","100",""
"Sql2O.sfm","avgt",1,100,2940265.2708086516,14347.575029584032,"ns/op","MYSQL","1000",""
"Sql2O","avgt",1,100,273603.7022363333,3136.4594450465165,"ns/op","MYSQL","1",""
"Sql2O","avgt",1,100,373429.87930138805,7290.845364902702,"ns/op","MYSQL","10",""
"Sql2O","avgt",1,100,843819.2142824755,10835.413614288456,"ns/op","MYSQL","100",""
"Sql2O","avgt",1,100,3593940.7088545384,37951.39581899325,"ns/op","MYSQL","1000",""
