"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"Jooq.testFetchRecord","avgt",1,100,176558.65041895065,1796.3381651615914,"ns/op","HSQLDB","100",""
"Jooq.testFetchRecord","avgt",1,100,1531060.1341890367,21627.863480529668,"ns/op","HSQLDB","1000",""
"Jooq.testSqlSmfMapper","avgt",1,100,32666.487996392072,310.6922720593668,"ns/op","HSQLDB","1",""
"Jooq.testSqlSmfMapper","avgt",1,100,42912.978507439664,231.27541726967507,"ns/op","HSQLDB","10",""
"Jooq.testSqlSmfMapper","avgt",1,100,139399.4223021004,937.6380475101234,"ns/op","HSQLDB","100",""
"Jooq.testSqlSmfMapper","avgt",1,100,1134900.3305386275,17648.880031800752,"ns/op","HSQLDB","1000",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,38930.952933994355,149.0184110498796,"ns/op","HSQLDB","1",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,56104.36476932586,690.1066119123751,"ns/op","HSQLDB","10",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,205264.33987729895,948.0957004285622,"ns/op","HSQLDB","100",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,1759789.232683689,12818.60253244367,"ns/op","HSQLDB","1000",""
"JdbcMapperDynamic","avgt",1,100,2182.118992209414,17.216156511668366,"ns/op","HSQLDB","1","true"
"JdbcMapperDynamic","avgt",1,100,2234.108913230622,24.323333899007224,"ns/op","HSQLDB","1","false"
"JdbcMapperDynamic","avgt",1,100,6222.1536974562905,26.669216670922435,"ns/op","HSQLDB","10","true"
"JdbcMapperDynamic","avgt",1,100,6600.058044839739,13.173389279660373,"ns/op","HSQLDB","10","false"
"JdbcMapperDynamic","avgt",1,100,45575.69230432652,73.18469505555233,"ns/op","HSQLDB","100","true"
"JdbcMapperDynamic","avgt",1,100,49723.15145598648,66.3806072094933,"ns/op","HSQLDB","100","false"
"JdbcMapperDynamic","avgt",1,100,438882.5053691158,852.5330422949085,"ns/op","HSQLDB","1000","true"
"JdbcMapperDynamic","avgt",1,100,480531.9083808769,868.2658504043226,"ns/op","HSQLDB","1000","false"
"JdbcMapperStatic","avgt",1,100,1956.3211650083865,18.276107353412502,"ns/op","HSQLDB","1","true"
"JdbcMapperStatic","avgt",1,100,2000.9078047504322,19.789787524161643,"ns/op","HSQLDB","1","false"
"JdbcMapperStatic","avgt",1,100,5286.608508812366,23.107504293522975,"ns/op","HSQLDB","10","true"
"JdbcMapperStatic","avgt",1,100,5554.436790053326,25.07883180226537,"ns/op","HSQLDB","10","false"
"JdbcMapperStatic","avgt",1,100,37638.57989500166,65.84423301274731,"ns/op","HSQLDB","100","true"
"JdbcMapperStatic","avgt",1,100,41879.55347724914,360.3564718213458,"ns/op","HSQLDB","100","false"
"JdbcMapperStatic","avgt",1,100,358957.3693214799,1222.3883762644687,"ns/op","HSQLDB","1000","true"
"JdbcMapperStatic","avgt",1,100,400181.0344643785,699.7874400038731,"ns/op","HSQLDB","1000","false"
"BeanPropertyRowMapper","avgt",1,100,14969.116042348072,97.78673874352599,"ns/op","HSQLDB","1",""
"BeanPropertyRowMapper","avgt",1,100,122411.53411565247,800.7425737629646,"ns/op","HSQLDB","10",""
"BeanPropertyRowMapper","avgt",1,100,1184645.7516592606,11755.23620565802,"ns/op","HSQLDB","100",""
"BeanPropertyRowMapper","avgt",1,100,1.1864115954405501E7,108717.5047741293,"ns/op","HSQLDB","1000",""
"Roma","avgt",1,100,2686.017611404446,29.893116276232064,"ns/op","HSQLDB","1",""
"Roma","avgt",1,100,6428.289058404225,31.47064859840833,"ns/op","HSQLDB","10",""
"Roma","avgt",1,100,43513.704022803446,102.86198990776526,"ns/op","HSQLDB","100",""
"Roma","avgt",1,100,411250.62252271717,683.359024305404,"ns/op","HSQLDB","1000",""
"Sql2O","avgt",1,100,6497.8310729166315,36.935134287359155,"ns/op","HSQLDB","1",""
"Sql2O","avgt",1,100,12174.994222489935,63.36458600042107,"ns/op","HSQLDB","10",""
"Sql2O","avgt",1,100,66683.22916593414,424.7388251515313,"ns/op","HSQLDB","100",""
"Sql2O","avgt",1,100,605319.4652102487,1873.9577644269746,"ns/op","HSQLDB","1000",""
