"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"JacksonCsvMapper","avgt",1,100,1134.7433152933293,8.76774204331318,"ns/op","","1",""
"JacksonCsvMapper","avgt",1,100,9110.398895904154,45.50811950383766,"ns/op","","10",""
"JacksonCsvMapper","avgt",1,100,85721.46586745633,139.87566409512505,"ns/op","","100",""
"JacksonCsvMapper","avgt",1,100,792566.9520259058,2814.647879811234,"ns/op","","1000",""
"OpenCsvMapper","avgt",1,100,2600.8774790870357,1.3420979871186938,"ns/op","","1",""
"OpenCsvMapper","avgt",1,100,13808.41180649878,17.547009567961204,"ns/op","","10",""
"OpenCsvMapper","avgt",1,100,127204.89347499222,118.77165081667772,"ns/op","","100",""
"OpenCsvMapper","avgt",1,100,1311368.7921566204,7769.46908143429,"ns/op","","1000",""
"ReadSfmCsvMapper","avgt",1,100,2303.762425931066,4.087741269164402,"ns/op","","1",""
"ReadSfmCsvMapper","avgt",1,100,6544.8792603592165,77.18565902252922,"ns/op","","10",""
"ReadSfmCsvMapper","avgt",1,100,55932.446869966974,933.3575389850475,"ns/op","","100",""
"ReadSfmCsvMapper","avgt",1,100,578406.4140040004,3480.2221480406965,"ns/op","","1000",""
"UnivocityCsvMapper","avgt",1,100,4621286.86283911,13720.697569084698,"ns/op","","1",""
"UnivocityCsvMapper","avgt",1,100,4638607.061140577,12938.732609285153,"ns/op","","10",""
"UnivocityCsvMapper","avgt",1,100,4734490.1769091515,15700.754407621742,"ns/op","","100",""
"UnivocityCsvMapper","avgt",1,100,5644461.794125771,24334.423060296987,"ns/op","","1000",""
"HibernateStatefull","avgt",1,100,36407.040264324976,507.4658168786288,"ns/op","HSQLDB","1",""
"HibernateStatefull","avgt",1,100,142932.1154737624,1826.3549975306971,"ns/op","HSQLDB","10",""
"HibernateStatefull","avgt",1,100,1346946.7485322417,26817.08837752499,"ns/op","HSQLDB","100",""
"HibernateStatefull","avgt",1,100,1.2372380278684307E7,65857.53234189647,"ns/op","HSQLDB","1000",""
"db.ibatis.MyBatis","avgt",1,100,19779.484853031576,283.3613298044621,"ns/op","HSQLDB","1",""
"db.ibatis.MyBatis","avgt",1,100,52509.5462547192,368.45102192631157,"ns/op","HSQLDB","10",""
"db.ibatis.MyBatis","avgt",1,100,359032.5232769855,2190.964860900048,"ns/op","HSQLDB","100",""
"db.ibatis.MyBatis","avgt",1,100,3466241.3688786235,27873.71640516838,"ns/op","HSQLDB","1000",""
"PureJdbc","avgt",1,100,1934.1778427085367,15.48164683277802,"ns/op","HSQLDB","1",""
"PureJdbc","avgt",1,100,5037.900451202637,23.926072706604568,"ns/op","HSQLDB","10",""
"PureJdbc","avgt",1,100,35183.27951972234,73.39870954059793,"ns/op","HSQLDB","100",""
"PureJdbc","avgt",1,100,335785.6615787845,921.1932139271315,"ns/op","HSQLDB","1000",""
"Jooq.testFetchRecord","avgt",1,100,29093.3255298492,199.34825960497787,"ns/op","HSQLDB","1",""
"Jooq.testFetchRecord","avgt",1,100,43797.83711469875,216.43160126042903,"ns/op","HSQLDB","10",""
