"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"JacksonCsvMapper","avgt",1,100,1021.0150792525272,3.936994569425152,"ns/op","","1",""
"JacksonCsvMapper","avgt",1,100,7875.831780536263,45.544817783865355,"ns/op","","10",""
"JacksonCsvMapper","avgt",1,100,77021.15010599265,781.581780285431,"ns/op","","100",""
"JacksonCsvMapper","avgt",1,100,695814.8422683887,5554.733144885535,"ns/op","","1000",""
"OpenCsvMapper","avgt",1,100,2686.1874048486848,8.617467449935983,"ns/op","","1",""
"OpenCsvMapper","avgt",1,100,14478.99191988987,71.02794063321878,"ns/op","","10",""
"OpenCsvMapper","avgt",1,100,134078.43535378246,833.2329366816781,"ns/op","","100",""
"OpenCsvMapper","avgt",1,100,1360351.8826938597,15247.36045301402,"ns/op","","1000",""
"ReadSfmCsvMapper","avgt",1,100,2357.301138661525,4.790960509570416,"ns/op","","1",""
"ReadSfmCsvMapper","avgt",1,100,5992.266487342675,81.64756274682512,"ns/op","","10",""
"ReadSfmCsvMapper","avgt",1,100,39350.54236949027,183.16063194867996,"ns/op","","100",""
"ReadSfmCsvMapper","avgt",1,100,382687.9274924347,1284.922989815537,"ns/op","","1000",""
"UnivocityCsvMapper","avgt",1,100,4719572.521978637,20136.793884792944,"ns/op","","1",""
"UnivocityCsvMapper","avgt",1,100,4690228.3490238665,12215.455105333484,"ns/op","","10",""
"UnivocityCsvMapper","avgt",1,100,4809342.372824252,18251.072003534675,"ns/op","","100",""
"UnivocityCsvMapper","avgt",1,100,5679932.72080986,19340.718340945656,"ns/op","","1000",""
"HibernateStatefull","avgt",1,100,326142.7651585909,12546.497015225566,"ns/op","MYSQL","1",""
"HibernateStatefull","avgt",1,100,385037.6587074785,14022.995406735456,"ns/op","MYSQL","10",""
"HibernateStatefull","avgt",1,100,919370.539186573,16939.01708288578,"ns/op","MYSQL","100",""
"HibernateStatefull","avgt",1,100,4666538.420167856,24105.3569012332,"ns/op","MYSQL","1000",""
"MyBatis","avgt",1,100,425368.59281234443,9964.454953237942,"ns/op","MYSQL","1",""
"MyBatis","avgt",1,100,512035.00114877237,17672.04605204102,"ns/op","MYSQL","10",""
"MyBatis","avgt",1,100,956222.2101994328,21937.43194945611,"ns/op","MYSQL","100",""
"MyBatis","avgt",1,100,5293635.815327345,80373.26854287993,"ns/op","MYSQL","1000",""
"PureJdbc","avgt",1,100,244467.46608128262,3733.148707392258,"ns/op","MYSQL","1",""
"PureJdbc","avgt",1,100,284516.95526699466,9065.546933291997,"ns/op","MYSQL","10",""
"PureJdbc","avgt",1,100,622006.4522086673,39113.88531817966,"ns/op","MYSQL","100",""
"PureJdbc","avgt",1,100,2381662.801815404,15548.246065577758,"ns/op","MYSQL","1000",""
"Jooq","avgt",1,100,352018.24562960834,3031.2415834832736,"ns/op","MYSQL","1",""
"Jooq","avgt",1,100,433689.840508841,9824.422002830755,"ns/op","MYSQL","10",""
"Jooq","avgt",1,100,875751.4909441072,16623.430280747336,"ns/op","MYSQL","100",""
"Jooq","avgt",1,100,3953254.8160435725,23241.98194046753,"ns/op","MYSQL","1000",""
"JooqWithSfmMapping","avgt",1,100,346452.5360199468,2257.745373035632,"ns/op","MYSQL","1",""
"JooqWithSfmMapping","avgt",1,100,414009.2537957866,8902.707059921717,"ns/op","MYSQL","10",""
"JooqWithSfmMapping","avgt",1,100,789125.1715275268,21462.493441408886,"ns/op","MYSQL","100",""
"JooqWithSfmMapping","avgt",1,100,3407026.530404823,33806.460770724414,"ns/op","MYSQL","1000",""
"JdbcMapperDynamic","avgt",1,100,247358.9784911062,3952.8457515525843,"ns/op","MYSQL","1","true"
"JdbcMapperDynamic","avgt",1,100,247873.47753597033,4245.546273972315,"ns/op","MYSQL","1","false"
"JdbcMapperDynamic","avgt",1,100,311235.901401417,11944.39757113769,"ns/op","MYSQL","10","true"
"JdbcMapperDynamic","avgt",1,100,322955.1364092544,14708.646096952196,"ns/op","MYSQL","10","false"
"JdbcMapperDynamic","avgt",1,100,635957.0789077793,36133.58925058575,"ns/op","MYSQL","100","true"
"JdbcMapperDynamic","avgt",1,100,635153.1129486902,34741.642130711065,"ns/op","MYSQL","100","false"
"JdbcMapperDynamic","avgt",1,100,2527565.6545074647,16684.072876354923,"ns/op","MYSQL","1000","true"
"JdbcMapperDynamic","avgt",1,100,2575559.42738561,15512.868006175273,"ns/op","MYSQL","1000","false"
"JdbcMapperStatic","avgt",1,100,243904.51080623132,3770.3594631686656,"ns/op","MYSQL","1","true"
"JdbcMapperStatic","avgt",1,100,245923.9203861747,3624.065275282711,"ns/op","MYSQL","1","false"
"JdbcMapperStatic","avgt",1,100,280482.24719153997,6463.982512132762,"ns/op","MYSQL","10","true"
"JdbcMapperStatic","avgt",1,100,282146.4548737841,6454.9286311704645,"ns/op","MYSQL","10","false"
"JdbcMapperStatic","avgt",1,100,594999.2679359642,36117.964655406235,"ns/op","MYSQL","100","true"
"JdbcMapperStatic","avgt",1,100,617954.1009389943,33092.498229942365,"ns/op","MYSQL","100","false"
"JdbcMapperStatic","avgt",1,100,2400891.9342432185,13822.418812443962,"ns/op","MYSQL","1000","true"
"JdbcMapperStatic","avgt",1,100,2443118.5822201315,16199.171958709867,"ns/op","MYSQL","1000","false"
"BeanPropertyRowMapper","avgt",1,100,320750.6022704257,14866.415797298043,"ns/op","MYSQL","1",""
"BeanPropertyRowMapper","avgt",1,100,471385.87551171036,16243.793300315689,"ns/op","MYSQL","10",""
"BeanPropertyRowMapper","avgt",1,100,1841829.3618517078,35044.64035407192,"ns/op","MYSQL","100",""
