"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: classType","Param: limit","Param: methodSize","Param: objectSize","Param: useAsm"
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testOpenCsvMapper","avgt",1,100.000000,7154710800.170000,31532310.373269,"ns/op",GS,1000,,4096,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testOpenCsvMapper","avgt",1,100.000000,12868278793.630000,122806913.735412,"ns/op",GS,1000,,8192,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,172465.384976,250.514072,"ns/op",GS,1000,,2,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,449799.262068,20844.033574,"ns/op",GS,1000,,4,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,874093.718805,8516.066804,"ns/op",GS,1000,,8,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,1233209.045335,2610.494776,"ns/op",GS,1000,,16,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,2616917.565212,15444.562701,"ns/op",GS,1000,,32,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,5940030.277960,16418.205416,"ns/op",GS,1000,,64,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,13895319.264387,125145.024574,"ns/op",GS,1000,,128,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,34697202.375559,279028.988274,"ns/op",GS,1000,,256,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,91547851.318106,823094.324422,"ns/op",GS,1000,,512,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,227350324.877000,7957084.267471,"ns/op",GS,1000,,1024,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,568791310.530000,6741391.010398,"ns/op",GS,1000,,2048,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,1283992000.240000,68408849.879061,"ns/op",GS,1000,,4096,
"org.sfm.benchmark.csv.ObjectSizeCsvMapperBenchmark.testReadSfmCsvMapperAsm","avgt",1,100.000000,4679209231.300000,452538641.548357,"ns/op",GS,1000,,8192,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,172327.227792,296.992956,"ns/op",GS,1000,,2,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,192400.300916,382.705400,"ns/op",GS,1000,,2,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,211900.696471,441.905216,"ns/op",GS,1000,,2,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,477775.852259,2101.042684,"ns/op",GS,1000,,4,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,343244.741079,867.978157,"ns/op",GS,1000,,4,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,558859.696179,6858.122503,"ns/op",GS,1000,,4,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,872252.416455,6955.624410,"ns/op",GS,1000,,8,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,861116.855338,4480.562039,"ns/op",GS,1000,,8,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,1065083.668514,3232.383696,"ns/op",GS,1000,,8,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,1249758.402316,5651.040068,"ns/op",GS,1000,,16,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,1916232.002954,11883.692901,"ns/op",GS,1000,,16,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,2187089.590022,10747.920555,"ns/op",GS,1000,,16,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,2615924.597106,14206.573525,"ns/op",GS,1000,,32,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,4002611.947100,18417.199836,"ns/op",GS,1000,,32,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,4663456.194781,20075.728332,"ns/op",GS,1000,,32,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,5931152.376173,13684.338722,"ns/op",GS,1000,,64,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,8382692.895462,28315.010647,"ns/op",GS,1000,,64,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,9973312.949386,62094.685049,"ns/op",GS,1000,,64,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,13991277.602148,116538.271593,"ns/op",GS,1000,,128,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,17848887.764919,93439.121813,"ns/op",GS,1000,,128,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,22996638.924754,173923.333753,"ns/op",GS,1000,,128,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,35384481.633815,211376.999295,"ns/op",GS,1000,,256,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,36731681.484096,213104.571244,"ns/op",GS,1000,,256,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,53940702.114211,307515.702254,"ns/op",GS,1000,,256,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,89749268.354470,560416.097645,"ns/op",GS,1000,,512,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,95062701.435455,344863.697211,"ns/op",GS,1000,,512,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,137396011.680000,774635.540557,"ns/op",GS,1000,,512,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,204801818.389000,5661087.008309,"ns/op",GS,1000,,1024,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,225556044.936500,8019571.259804,"ns/op",GS,1000,,1024,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,457221390.415833,36492770.225337,"ns/op",GS,1000,,1024,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,572399137.330000,7222364.831480,"ns/op",GS,1000,,2048,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,568547379.970000,6790748.026226,"ns/op",GS,1000,,2048,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,2093619725.130000,15553237.203410,"ns/op",GS,1000,,2048,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,1403789665.470000,43389254.486420,"ns/op",GS,1000,,4096,FULL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,1285252038.000000,66763383.540414,"ns/op",GS,1000,,4096,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,4131340622.600000,26228967.867233,"ns/op",GS,1000,,4096,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,4698021642.380000,473216466.377649,"ns/op",GS,1000,,8192,PARTIAL_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperBenchmark.testMap","avgt",1,100.000000,6842656707.860000,69721820.260934,"ns/op",GS,1000,,8192,NO_ASM
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,173089.744722,404.622638,"ns/op",GS,1000,2,2,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,352791.937625,1984.520166,"ns/op",GS,1000,2,4,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,653580.140699,9950.614119,"ns/op",GS,1000,2,8,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1643181.933458,6952.644542,"ns/op",GS,1000,2,16,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2691849.113038,112026.659517,"ns/op",GS,1000,2,32,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,6436296.413675,37376.533987,"ns/op",GS,1000,2,64,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,15048155.509097,155022.580359,"ns/op",GS,1000,2,128,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,39896021.069003,952509.981817,"ns/op",GS,1000,2,256,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,104884392.244000,650981.068687,"ns/op",GS,1000,2,512,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,238144560.182500,2911930.095288,"ns/op",GS,1000,2,1024,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,569462538.670000,10308783.471932,"ns/op",GS,1000,2,2048,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1375694518.800000,68938681.434348,"ns/op",GS,1000,2,4096,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,173008.302764,265.598671,"ns/op",GS,1000,4,2,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,479400.196684,2334.804334,"ns/op",GS,1000,4,4,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,600190.483970,21463.234991,"ns/op",GS,1000,4,8,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1991443.140047,9626.011755,"ns/op",GS,1000,4,16,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,3327945.326028,20073.860135,"ns/op",GS,1000,4,32,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,7006887.396116,37659.933390,"ns/op",GS,1000,4,64,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,15746793.466926,67188.832130,"ns/op",GS,1000,4,128,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,43688399.378170,287358.489423,"ns/op",GS,1000,4,256,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,105622709.060000,324533.304899,"ns/op",GS,1000,4,512,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,244313818.403500,4227602.785048,"ns/op",GS,1000,4,1024,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,524884880.916667,9517173.255270,"ns/op",GS,1000,4,2048,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1259275710.620000,64564264.029076,"ns/op",GS,1000,4,4096,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,173054.853266,368.396947,"ns/op",GS,1000,8,2,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,478394.401115,1967.996982,"ns/op",GS,1000,8,4,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,881246.356853,15322.076075,"ns/op",GS,1000,8,8,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2004837.580121,37097.854695,"ns/op",GS,1000,8,16,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,4002981.261062,17455.646887,"ns/op",GS,1000,8,32,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,8592763.724419,48822.196456,"ns/op",GS,1000,8,64,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,15015156.329505,290424.626913,"ns/op",GS,1000,8,128,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,45372778.095000,180521.888545,"ns/op",GS,1000,8,256,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,109685919.639111,361483.899507,"ns/op",GS,1000,8,512,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,228271108.953500,4774753.293194,"ns/op",GS,1000,8,1024,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,555643194.258333,12661832.721902,"ns/op",GS,1000,8,2048,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2132583032.520000,80762119.416897,"ns/op",GS,1000,8,4096,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,172734.753259,379.717538,"ns/op",GS,1000,16,2,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,477479.454137,3375.328205,"ns/op",GS,1000,16,4,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,875194.929938,13016.171208,"ns/op",GS,1000,16,8,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1235490.332727,3652.052351,"ns/op",GS,1000,16,16,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2771572.770621,21041.224630,"ns/op",GS,1000,16,32,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,6185226.762011,21351.086873,"ns/op",GS,1000,16,64,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,14147917.667607,128602.515146,"ns/op",GS,1000,16,128,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,38648214.915613,163452.194284,"ns/op",GS,1000,16,256,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,110356058.396556,420814.393060,"ns/op",GS,1000,16,512,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,256547353.044500,4720750.162573,"ns/op",GS,1000,16,1024,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,567083760.575000,12112811.238368,"ns/op",GS,1000,16,2048,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1634812600.630000,62129453.470509,"ns/op",GS,1000,16,4096,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,172902.840694,944.300669,"ns/op",GS,1000,32,2,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,479329.690982,3064.664121,"ns/op",GS,1000,32,4,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,884477.737219,17043.644183,"ns/op",GS,1000,32,8,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1250864.678985,8826.226558,"ns/op",GS,1000,32,16,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2615845.066890,13017.114927,"ns/op",GS,1000,32,32,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,6007635.457402,21821.426251,"ns/op",GS,1000,32,64,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,13891355.696083,49272.097759,"ns/op",GS,1000,32,128,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,38099784.974003,158944.024883,"ns/op",GS,1000,32,256,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,92512347.778182,499831.310114,"ns/op",GS,1000,32,512,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,204421015.976667,1042620.795591,"ns/op",GS,1000,32,1024,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,559927321.295000,27131220.427840,"ns/op",GS,1000,32,2048,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2565906768.850000,33258979.978535,"ns/op",GS,1000,32,4096,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,172041.024859,349.104127,"ns/op",GS,1000,64,2,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,466075.642399,15593.899716,"ns/op",GS,1000,64,4,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,865043.835226,3552.873229,"ns/op",GS,1000,64,8,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1234883.690991,3383.705229,"ns/op",GS,1000,64,16,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2607839.828503,12577.379581,"ns/op",GS,1000,64,32,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,5923725.991132,13527.873418,"ns/op",GS,1000,64,64,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,14115853.825432,45468.026655,"ns/op",GS,1000,64,128,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,36521572.950394,182125.644505,"ns/op",GS,1000,64,256,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,89292240.652349,364000.538091,"ns/op",GS,1000,64,512,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,200462090.959333,2741691.224409,"ns/op",GS,1000,64,1024,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,629873301.135000,10287849.967302,"ns/op",GS,1000,64,2048,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1893345458.300000,64741485.708803,"ns/op",GS,1000,64,4096,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,172337.740100,345.510295,"ns/op",GS,1000,128,2,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,481206.622655,2080.148405,"ns/op",GS,1000,128,4,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,894548.994994,19561.077126,"ns/op",GS,1000,128,8,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,1237943.670250,4984.195479,"ns/op",GS,1000,128,16,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,2620395.250239,14565.308787,"ns/op",GS,1000,128,32,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,5955246.985084,20385.564436,"ns/op",GS,1000,128,64,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,14119146.398343,107819.335434,"ns/op",GS,1000,128,128,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,35195104.447668,219725.373251,"ns/op",GS,1000,128,256,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,89970237.016439,978478.991158,"ns/op",GS,1000,128,512,
"org.sfm.benchmark.csv.ObjectSizeSfmCsvMapperShardingBenchmark.testMap","avgt",1,100.000000,206730636.088833,5798470.588286,"ns/op",GS,1000,128,1024,
