"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",2252.212032709538,12.885472962241062,1574342
PureJdbc,"10",5581.173829991978,29.672686317502322,1249094
PureJdbc,"100",37208.07318609594,70.89624001512964,1476346
PureJdbc,"1000",357181.8083659137,476.11029160334886,307701
JdbcMapperStatic,"1",2324.0099357124063,15.132764994460608,1527822
JdbcMapperStatic,"10",5759.728547366052,32.32912536443472,1208756
JdbcMapperStatic,"100",39256.274837405486,76.6382427941093,1399955
JdbcMapperStatic,"1000",380123.9036449597,481.0370197550216,289139
JdbcMapperDynamic,"1",2579.919625660166,21.099489994756066,1368596
JdbcMapperDynamic,"10",5980.118437703657,29.34642783622688,1160036
JdbcMapperDynamic,"100",39489.53489284608,79.1686055532924,1391503
JdbcMapperDynamic,"1000",383571.72136004665,485.939101195553,286549
JdbcMapperDynamicNoAsm,"1",2715.9523003065638,19.56283111122128,1300218
JdbcMapperDynamicNoAsm,"10",7060.564977525576,30.46630475344447,1573344
JdbcMapperDynamicNoAsm,"100",49176.13591254118,93.04066138108946,1116777
JdbcMapperDynamicNoAsm,"1000",467392.8249778927,470.88565710419897,235216
Roma,"1",3076.899777878273,24.914353766223464,1152071
Roma,"10",7242.753053055193,32.374931532329754,1917833
Roma,"100",46792.26401588291,95.45936123122966,1174596
Roma,"1000",441983.22647570877,526.1309943778531,248711
Sql2o,"1",7375.648019294517,28.011656128341574,1885717
Sql2o,"10",13097.385314447312,48.054482429216904,1054819
Sql2o,"100",68787.073109092,94.7161764091742,1595424
Sql2o,"1000",620502.6064690939,518.6959879509976,177150
Hibernate,"1",20535.98982754652,62.30905615628263,1342449
Hibernate,"10",42908.58726886874,91.92769122681709,1280279
Hibernate,"100",253646.57872397391,388.6665093906898,433267
Hibernate,"1000",2542002.4012941993,4501.122246513233,43270
MyBatis,"1",21082.780525062433,61.229637395120626,1310587
MyBatis,"10",53069.21524463075,105.10440248225514,1097593
MyBatis,"100",364111.1283213401,532.5700801374418,301836
MyBatis,"1000",3510142.6154877,5048.5901270664,31341
RowMapper,"1",15146.639129579547,41.90512600906035,1819994
RowMapper,"10",118130.40917341225,167.88302649011263,929992
RowMapper,"100",1131970.7430171624,1654.9507925810226,97131
RowMapper,"1000",1.1488677709653955E7,20034.56610903307,9623
