"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"JacksonCsvMapper","avgt",1,100,20035.15980671763,118.6004953555362,"ns/op","","1",""
"JacksonCsvMapper","avgt",1,100,27271.005457097384,96.036084397125,"ns/op","","10",""
"JacksonCsvMapper","avgt",1,100,97153.7434358382,213.30935099081017,"ns/op","","100",""
"JacksonCsvMapper","avgt",1,100,830108.9604686995,3649.0886839528584,"ns/op","","1000",""
"OpenCsvMapper","avgt",1,100,21313.22743109047,76.629877231397,"ns/op","","1",""
"OpenCsvMapper","avgt",1,100,33201.146881514804,87.37267458319658,"ns/op","","10",""
"OpenCsvMapper","avgt",1,100,153080.2682504676,517.6323806505239,"ns/op","","100",""
"OpenCsvMapper","avgt",1,100,1343453.6491640292,5738.709310845974,"ns/op","","1000",""
"ReadSfmCsvMapper","avgt",1,100,21048.05203871051,87.58880544452903,"ns/op","","1",""
"ReadSfmCsvMapper","avgt",1,100,25194.28410947825,98.51573535435939,"ns/op","","10",""
"ReadSfmCsvMapper","avgt",1,100,66089.18171449476,173.47508285620142,"ns/op","","100",""
"ReadSfmCsvMapper","avgt",1,100,545776.4181973278,647.3069561125368,"ns/op","","1000",""
"UnivocityCsvMapper","avgt",1,100,5271991.848308485,25988.473784382386,"ns/op","","1",""
"UnivocityCsvMapper","avgt",1,100,5335912.95326439,24964.718254343687,"ns/op","","10",""
"UnivocityCsvMapper","avgt",1,100,5416128.900611192,24981.839745206387,"ns/op","","100",""
"UnivocityCsvMapper","avgt",1,100,6382800.288891478,37179.32611121064,"ns/op","","1000",""
"JacksonCsvMapper","avgt",1,100,19570.225294371965,72.88268657334211,"ns/op","","1",""
"JacksonCsvMapper","avgt",1,100,24985.227902355924,135.86669247927009,"ns/op","","10",""
"JacksonCsvMapper","avgt",1,100,76113.47246362842,133.53004282811787,"ns/op","","100",""
"JacksonCsvMapper","avgt",1,100,609414.6982121582,769.1286790458732,"ns/op","","1000",""
"OpenCsvParser","avgt",1,100,21125.78110472752,59.67034339193684,"ns/op","","1",""
"OpenCsvParser","avgt",1,100,28581.745331342354,66.3029937867142,"ns/op","","10",""
"OpenCsvParser","avgt",1,100,105941.8962590395,116.66270272733746,"ns/op","","100",""
"OpenCsvParser","avgt",1,100,935785.4007979349,9303.212332620642,"ns/op","","1000",""
"ReadSfmCsvParser","avgt",1,100,20442.259545156794,91.9701157987014,"ns/op","","1",""
"ReadSfmCsvParser","avgt",1,100,24045.940837374437,66.65943564901511,"ns/op","","10",""
"ReadSfmCsvParser","avgt",1,100,61393.11519367525,727.7888102438084,"ns/op","","100",""
"ReadSfmCsvParser","avgt",1,100,429814.1995233226,876.5820403229658,"ns/op","","1000",""
"ReadSfmCsvParserCC","avgt",1,100,20256.024252706553,58.6849692422284,"ns/op","","1",""
"ReadSfmCsvParserCC","avgt",1,100,23716.063643104775,64.65442140734532,"ns/op","","10",""
"ReadSfmCsvParserCC","avgt",1,100,52859.18981768112,245.70084012138665,"ns/op","","100",""
"ReadSfmCsvParserCC","avgt",1,100,364812.91421049164,1760.9604704743226,"ns/op","","1000",""
"HibernateStatefull","avgt",1,100,336939.8006773989,14103.847614238455,"ns/op","MYSQL","1",""
"HibernateStatefull","avgt",1,100,426423.35315805377,18177.61696221771,"ns/op","MYSQL","10",""
"HibernateStatefull","avgt",1,100,1115869.7980780012,33438.69057217159,"ns/op","MYSQL","100",""
"HibernateStatefull","avgt",1,100,5682184.555391271,44173.92549643882,"ns/op","MYSQL","1000",""
"MyBatis","avgt",1,100,436415.8209834058,10911.143144084783,"ns/op","MYSQL","1",""
"MyBatis","avgt",1,100,533972.721744811,16024.954197702096,"ns/op","MYSQL","10",""
"MyBatis","avgt",1,100,1244039.5937962646,36820.31243727695,"ns/op","MYSQL","100",""
"MyBatis","avgt",1,100,7506197.166960758,88776.74750375879,"ns/op","MYSQL","1000",""
"PureJdbc","avgt",1,100,245656.9716768484,4504.168819450326,"ns/op","MYSQL","1",""
"PureJdbc","avgt",1,100,320380.1745540104,13936.06008525936,"ns/op","MYSQL","10",""
"PureJdbc","avgt",1,100,729210.1503294815,38551.246870024974,"ns/op","MYSQL","100",""
"PureJdbc","avgt",1,100,2895357.1030416973,25430.798307747726,"ns/op","MYSQL","1000",""
"Jooq.testFetchRecord","avgt",1,100,347525.13214541314,2256.097711516896,"ns/op","MYSQL","1",""
"Jooq.testFetchRecord","avgt",1,100,450962.7289339019,11642.047489394305,"ns/op","MYSQL","10",""
"Jooq.testFetchRecord","avgt",1,100,963248.2964458015,21408.444162039035,"ns/op","MYSQL","100",""
"Jooq.testFetchRecord","avgt",1,100,4493950.557146426,25475.5252292712,"ns/op","MYSQL","1000",""
"Jooq.testSqlSmfMapper","avgt",1,100,348344.11104326,3584.028978248637,"ns/op","MYSQL","1",""
"Jooq.testSqlSmfMapper","avgt",1,100,436034.03346222936,11879.990735119029,"ns/op","MYSQL","10",""
"Jooq.testSqlSmfMapper","avgt",1,100,896927.7424486531,23480.52950201919,"ns/op","MYSQL","100",""
"Jooq.testSqlSmfMapper","avgt",1,100,4004866.973732306,23104.209167440826,"ns/op","MYSQL","1000",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,353089.57677113166,2721.117522590966,"ns/op","MYSQL","1",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,451104.9535814949,10844.540133552688,"ns/op","MYSQL","10",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,919301.6273825599,24779.58520500858,"ns/op","MYSQL","100",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,4062534.4606728167,19561.317968279196,"ns/op","MYSQL","1000",""
"JdbcMapperDynamic","avgt",1,100,248157.25325484935,4194.625780592584,"ns/op","MYSQL","1","true"
"JdbcMapperDynamic","avgt",1,100,251177.79065018546,4908.8927640852135,"ns/op","MYSQL","1","false"
"JdbcMapperDynamic","avgt",1,100,334258.930902092,19123.793015095704,"ns/op","MYSQL","10","true"
"JdbcMapperDynamic","avgt",1,100,348578.8630876913,16851.084008958605,"ns/op","MYSQL","10","false"
"JdbcMapperDynamic","avgt",1,100,750968.8723824265,32384.42155227491,"ns/op","MYSQL","100","true"
"JdbcMapperDynamic","avgt",1,100,764346.2152462549,32104.431659895177,"ns/op","MYSQL","100","false"
"JdbcMapperDynamic","avgt",1,100,2992474.7146594757,14391.215200773839,"ns/op","MYSQL","1000","true"
"JdbcMapperDynamic","avgt",1,100,3175026.1483624848,18230.896212374842,"ns/op","MYSQL","1000","false"
