"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"JdbcMapperStatic","avgt",1,100,251270.09489785184,4853.213557094867,"ns/op","MYSQL","1","true"
"JdbcMapperStatic","avgt",1,100,247415.98337017762,4834.524851528624,"ns/op","MYSQL","1","false"
"JdbcMapperStatic","avgt",1,100,320653.7924320363,17350.25630017097,"ns/op","MYSQL","10","true"
"JdbcMapperStatic","avgt",1,100,343042.85922683903,19398.627122668742,"ns/op","MYSQL","10","false"
"JdbcMapperStatic","avgt",1,100,733313.0199013619,35847.92181972247,"ns/op","MYSQL","100","true"
"JdbcMapperStatic","avgt",1,100,745021.3850295022,37539.629356173915,"ns/op","MYSQL","100","false"
"JdbcMapperStatic","avgt",1,100,2875003.3567615943,13598.87722391736,"ns/op","MYSQL","1000","true"
"JdbcMapperStatic","avgt",1,100,3068639.023514632,16594.556362001385,"ns/op","MYSQL","1000","false"
"BeanPropertyRowMapper","avgt",1,100,319099.3710705356,13112.561719475056,"ns/op","MYSQL","1",""
"BeanPropertyRowMapper","avgt",1,100,513320.2562843151,19994.10721158722,"ns/op","MYSQL","10",""
"BeanPropertyRowMapper","avgt",1,100,2039824.2386608862,24424.77740322302,"ns/op","MYSQL","100",""
"BeanPropertyRowMapper","avgt",1,100,1.4979374502739176E7,80880.62895288049,"ns/op","MYSQL","1000",""
"Roma","avgt",1,100,259116.64024681068,5814.761152455555,"ns/op","MYSQL","1",""
"Roma","avgt",1,100,384132.915458631,27651.788427056475,"ns/op","MYSQL","10",""
"Roma","avgt",1,100,796816.9268573507,38311.58429245392,"ns/op","MYSQL","100",""
"Roma","avgt",1,100,3227048.3303632843,14630.749738288205,"ns/op","MYSQL","1000",""
"Sql2O","avgt",1,100,262054.32279124216,4573.564017493967,"ns/op","MYSQL","1",""
"Sql2O","avgt",1,100,405365.216038339,30164.959369846816,"ns/op","MYSQL","10",""
"Sql2O","avgt",1,100,838182.6371184911,32408.322455194575,"ns/op","MYSQL","100",""
"Sql2O","avgt",1,100,3562668.858020566,46737.50136675402,"ns/op","MYSQL","1000",""
