"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",175.86699527956728,3.257635904008866,6969700
PureJdbc,"10",579.3718717420767,9.027945179884316,6138880
PureJdbc,"100",4829.980472934696,22.926777946120726,5590497
PureJdbc,"1000",46709.47580504811,82.334051353333,4602551
JdbcMapperStatic,"1",245.7565016485716,8.05270513647057,4970970
JdbcMapperStatic,"10",1207.864203629717,16.139484732505093,5829876
JdbcMapperStatic,"100",11154.94483123635,64.28628122117642,4942652
JdbcMapperStatic,"1000",116467.10653407886,225.28861445951628,3771488
JdbcMapperDynamic,"1",218.49793486000965,6.824530795415672,4836476
JdbcMapperDynamic,"10",1764.7109447961275,28.84490740143849,4018613
JdbcMapperDynamic,"100",17193.195602957778,67.8132460674193,6395481
JdbcMapperDynamic,"1000",170039.71423306747,336.039044749113,2583252
JdbcMapperDynamicNoAsm,"1",281.3611909063891,12.225042116165898,4064568
JdbcMapperDynamicNoAsm,"10",1899.798101058169,23.004816988964915,7507023
JdbcMapperDynamicNoAsm,"100",17439.360148482338,72.09478096640778,6318866
JdbcMapperDynamicNoAsm,"1000",174383.07354757466,360.8497613143892,2518873
Roma,"1",230.68517456345657,6.413219788925989,4914803
Roma,"10",1373.731160986974,20.605727743276432,5089213
Roma,"100",13093.530424231572,65.64538782198217,4199876
Roma,"1000",133414.1410722228,240.20771691146854,3291704
Sql2o,"1",3645.811393382593,24.927608583509432,7270975
Sql2o,"10",6286.532436456643,42.22434137702112,4416512
Sql2o,"100",33976.73721063491,83.45169504078423,6462381
Sql2o,"1000",311234.428467494,596.5993555049765,1411603
Hibernate,"1",21451.048148692455,63.12015096866976,5144148
Hibernate,"10",39778.040637512684,90.54447597075611,5521647
Hibernate,"100",217690.23986361586,373.9673254502129,2017830
Hibernate,"1000",2009385.0405989455,3336.8584800232456,218651
MyBatis,"1",12600.370881143306,57.037735847227246,4407989
MyBatis,"10",43503.62402469691,100.79298554828836,5044842
MyBatis,"100",352060.88351714564,583.7285511640811,1248012
MyBatis,"1000",3315440.5865088473,5867.91567925267,132472
RowMapper,"1",11520.46429740363,61.48616174798273,4790688
RowMapper,"10",115763.3406498864,217.23022791268176,3793863
RowMapper,"100",1160399.1912403747,2246.410805423707,378555
RowMapper,"1000",1.1765796109169954E7,22780.090046984325,37263
