"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",2288.680951521118,14.87377660283883,1567301
PureJdbc,"10",5552.586980350731,31.55371154676767,1257146
PureJdbc,"100",36873.10004566333,71.0962711596254,1489160
PureJdbc,"1000",353738.3285213546,467.3900952292776,310683
JdbcMapperStatic,"1",2322.6457065822638,16.505539431270634,1535490
JdbcMapperStatic,"10",5861.263864210152,31.59680755953328,1187482
JdbcMapperStatic,"100",39472.44248729402,75.42284031770252,1390684
JdbcMapperStatic,"1000",378515.9946136388,478.8964475673685,290363
JdbcMapperDynamic,"1",2672.334398012799,20.8554231379837,1330917
JdbcMapperDynamic,"10",6864.009134077914,34.3668486305135,1217419
JdbcMapperDynamic,"100",47837.721158794804,93.0100794455197,1148331
JdbcMapperDynamic,"1000",461426.4076691906,491.8133787046565,238252
JdbcMapperDynamicNoAsm,"1",2667.579326616216,20.16069406131043,1331722
JdbcMapperDynamicNoAsm,"10",7276.576308529569,27.601389248581498,1911726
JdbcMapperDynamicNoAsm,"100",52496.071572792265,104.51794072292061,1047996
JdbcMapperDynamicNoAsm,"1000",499584.7468780106,308.6402505031434,220052
Roma,"1",3129.1915965406256,25.078988008985906,1131534
Roma,"10",7209.102867714597,28.165345912916564,1921565
Roma,"100",46972.793904303304,93.63777226894236,1169612
Roma,"1000",436481.68631701823,520.2895697970913,251853
Sql2o,"1",7327.410670798969,27.43868352639643,1890149
Sql2o,"10",13332.354244741582,44.759233356661674,1243197
Sql2o,"100",69207.6410794858,95.65363624836226,1585755
Sql2o,"1000",627332.4299150762,580.1651692863742,175216
Jooq,"1",7327.410670798969,27.43868352639643,1890149
Jooq,"10",13332.354244741582,44.759233356661674,1243197
Jooq,"100",69207.6410794858,95.65363624836226,1585755
Jooq,"1000",627332.4299150762,580.1651692863742,175216
Hibernate,"1",20352.316802955727,58.09333116912308,1356553
Hibernate,"10",43844.35031144133,93.3756170306703,1253045
Hibernate,"100",253152.6791164594,387.9084645476024,434117
Hibernate,"1000",2518475.5584254996,4450.76167166499,43671
MyBatis,"1",20315.85246764273,55.921273944323914,1356882
MyBatis,"10",54608.883803359786,98.59159818824573,1206386
MyBatis,"100",356670.5049233106,519.560496109846,308126
MyBatis,"1000",3508622.8643581406,4589.450243639151,31362
RowMapper,"1",15471.189381997869,42.791341822393505,1783311
RowMapper,"10",121637.98903425246,173.53017209593455,903176
RowMapper,"100",1195320.5097945428,1910.477872250976,91990
RowMapper,"1000",1.1973272684227642E7,21259.743467822424,9225
