"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"JdbcMapperDynamic","avgt",1,100.000000,324974.531672,15940.618083,"ns/op",MYSQL,10,false
"JdbcMapperDynamic","avgt",1,100.000000,651129.255559,44131.603116,"ns/op",MYSQL,100,true
"JdbcMapperDynamic","avgt",1,100.000000,718606.793194,38892.925031,"ns/op",MYSQL,100,false
"JdbcMapperDynamic","avgt",1,100.000000,2512485.607366,13580.316006,"ns/op",MYSQL,1000,true
"JdbcMapperDynamic","avgt",1,100.000000,2683188.460532,13351.612269,"ns/op",MYSQL,1000,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,242296.526026,3422.633409,"ns/op",MYSQL,1,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,243298.337682,3839.679693,"ns/op",MYSQL,1,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,291615.937966,8035.969541,"ns/op",MYSQL,10,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,324313.661484,14494.145843,"ns/op",MYSQL,10,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,631355.127778,42421.077278,"ns/op",MYSQL,100,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,643234.223618,36022.471810,"ns/op",MYSQL,100,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,2376963.792291,13970.824324,"ns/op",MYSQL,1000,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,2554214.289104,14506.798292,"ns/op",MYSQL,1000,false
"JdbcMapperStatic","avgt",1,100.000000,239613.609570,4422.542458,"ns/op",MYSQL,1,true
"JdbcMapperStatic","avgt",1,100.000000,242102.333170,4466.625954,"ns/op",MYSQL,1,false
"JdbcMapperStatic","avgt",1,100.000000,278394.545789,6893.856412,"ns/op",MYSQL,10,true
"JdbcMapperStatic","avgt",1,100.000000,313185.085786,16140.688158,"ns/op",MYSQL,10,false
"JdbcMapperStatic","avgt",1,100.000000,615216.407118,44439.463479,"ns/op",MYSQL,100,true
"JdbcMapperStatic","avgt",1,100.000000,679494.745727,44648.821737,"ns/op",MYSQL,100,false
"JdbcMapperStatic","avgt",1,100.000000,2391288.260761,13525.438281,"ns/op",MYSQL,1000,true
"JdbcMapperStatic","avgt",1,100.000000,2552374.366986,11444.382177,"ns/op",MYSQL,1000,false
"BeanPropertyRowMapper","avgt",1,100.000000,316115.904309,15463.013061,"ns/op",MYSQL,1,
"BeanPropertyRowMapper","avgt",1,100.000000,478697.935363,25002.882241,"ns/op",MYSQL,10,
"BeanPropertyRowMapper","avgt",1,100.000000,1832771.392594,36836.672816,"ns/op",MYSQL,100,
"BeanPropertyRowMapper","avgt",1,100.000000,13724124.696377,159855.088728,"ns/op",MYSQL,1000,
"Sql2O.sfm","avgt",1,100.000000,253175.613158,3857.145133,"ns/op",MYSQL,1,
"Sql2O.sfm","avgt",1,100.000000,336744.148807,16104.984480,"ns/op",MYSQL,10,
"Sql2O.sfm","avgt",1,100.000000,634457.414892,42714.887414,"ns/op",MYSQL,100,
"Sql2O.sfm","avgt",1,100.000000,2424519.150784,14119.993123,"ns/op",MYSQL,1000,
"Sql2O","avgt",1,100.000000,257878.231005,4207.110070,"ns/op",MYSQL,1,
"Sql2O","avgt",1,100.000000,347283.079076,19003.215180,"ns/op",MYSQL,10,
"Sql2O","avgt",1,100.000000,750782.241047,36247.446976,"ns/op",MYSQL,100,
"Sql2O","avgt",1,100.000000,2877379.059406,14461.321851,"ns/op",MYSQL,1000,
