"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,1110.3884864562795,2.1212425284353325,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,8999.406004837363,20.492570538286564,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,85186.39926686542,148.49235462253552,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testJacksonCsvMapper","avgt",1,100,787092.6500297012,916.7187791324868,"ns/op","","1000",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,2664.6657228867007,1.3509184851097333,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,13828.841034631709,11.111660556627283,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,127703.17251940114,129.67010307254895,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testOpenCsvMapper","avgt",1,100,1291361.2443972842,4632.8021672471905,"ns/op","","1000",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,2335.1010430785036,1.4209564295919768,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,6401.9067865921525,3.634168805914867,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,49774.73847113147,66.27180237152564,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testReadSfmCsvMapper","avgt",1,100,512753.54993297404,7746.005493659262,"ns/op","","1000",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,5157948.6757403575,24696.42436587419,"ns/op","","1",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,5161166.825888881,23301.531668101386,"ns/op","","10",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,5243144.771263942,31279.558792213415,"ns/op","","100",""
"org.sfm.benchmark.csv.CsvBenchmark.testUnivocityCsvMapper","avgt",1,100,6053205.85378638,34080.305722446596,"ns/op","","1000",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,18902.734534275416,111.58334704020297,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,41758.93767662274,645.2162600277338,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,251733.35534295655,1733.0381072359437,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.hibernate.HibernateStatefullBenchmark.testQuery","avgt",1,100,2534663.1567235603,16589.84020595006,"ns/op","HSQLDB","1000",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,19760.954368220835,246.47669188765985,"ns/op","HSQLDB","1",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,52844.85431763672,883.8740946600926,"ns/op","HSQLDB","10",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,355763.8800620636,3679.332951842197,"ns/op","HSQLDB","100",""
"org.sfm.benchmark.db.ibatis.MyBatisBenchmark.testQuery","avgt",1,100,3491809.0975892316,44995.91862306393,"ns/op","HSQLDB","1000",""
"org.sfm.benchmark.db.jdbc.PureJdbcBenchmark.testQuery","avgt",1,100,1927.7932214374573,27.433906457512364,"ns/op","HSQLDB","1",""
