"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",239290.17142807363,344.43671383515687,459178
PureJdbc,"10",304747.824935173,677.5764246492853,360575
PureJdbc,"100",663311.7570067518,1823.220354323316,165733
PureJdbc,"1000",2859740.5433974043,2770.212121593754,38447
JdbcMapperStatic,"1",237544.77294936878,346.34990681633764,462126
JdbcMapperStatic,"10",301439.3318026329,640.3471395701886,364539
JdbcMapperStatic,"100",668450.1774359286,1841.5009194243144,164465
JdbcMapperStatic,"1000",2881411.873909284,3026.53105341018,38163
JdbcMapperDynamic,"1",238927.33040230535,336.7633767103869,459452
JdbcMapperDynamic,"10",325474.48842657724,765.3654653731946,337627
JdbcMapperDynamic,"100",713998.3884862183,1953.0302738065768,153972
JdbcMapperDynamic,"1000",3007761.6249897424,3499.111432850453,36559
JdbcMapperDynamicNoAsm,"1",242570.0612624705,351.44243102266086,452969
JdbcMapperDynamicNoAsm,"10",339198.2323083287,811.6807043707275,323966
JdbcMapperDynamicNoAsm,"100",734799.9201149617,2002.6117411242935,149615
JdbcMapperDynamicNoAsm,"1000",3092459.730754091,3443.8428694865393,35566
Roma,"1",249388.40828184792,358.40830133494813,440578
Roma,"10",355597.6167745276,1022.6109904001083,309040
Roma,"100",736052.3092950542,2010.6556865147284,149359
Roma,"1000",3209544.8152881106,2529.235530471117,34275
Sql2o,"1",258434.48988577988,373.6933662400248,425144
Sql2o,"10",372589.4270969667,1169.0970689660871,294926
Sql2o,"100",807336.1392974906,2068.2170162377724,136169
Sql2o,"1000",3689032.397102227,3941.2810874471725,29816
Hibernate,"1",327337.9013521325,667.4670104085244,335618
Hibernate,"10",396156.74999008595,901.3390620207507,277385
Hibernate,"100",1144783.3228923692,2633.892267304532,96032
Hibernate,"1000",5681639.971119134,10059.400023621412,19390
MyBatis,"1",421785.3925017366,1064.8036359667788,260567
MyBatis,"10",522572.7774824676,1328.2941974061748,210325
MyBatis,"100",1238837.6919333034,3218.534923739046,88760
MyBatis,"1000",7580373.855590703,13949.761752063816,14542
RowMapper,"1",310349.3069879627,690.0505809494227,354066
RowMapper,"10",483174.8328168067,1279.1975366052811,227481
RowMapper,"100",2055381.5645673706,3905.2324885011258,53510
RowMapper,"1000",1.4790682284491979E7,26888.31173798926,7480
