"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
"PureJdbcJmhBenchmarks",0001,380.8093814906773,6.947896861325876,1340384
"PureJdbcJmhBenchmarks",0010,489.6167598824015,8.577789038539661,1097633
"PureJdbcJmhBenchmarks",0100,1494.343682315345,14.571335416657234,1184722
"PureJdbcJmhBenchmarks",1000,11709.954397305666,44.46209652770089,1178176
"SfmStaticJmhBenchmarks",0001,429.5621158155137,7.835098409401094,1158135
"SfmStaticJmhBenchmarks",0010,700.3934949500955,11.647849128251508,1345570
"SfmStaticJmhBenchmarks",0100,3404.9329631580285,24.715415188265883,1021498
"SfmStaticJmhBenchmarks",1000,33739.01731355016,60.383723060526684,1628320
"SfmDynamicJmhBenchmarks",0001,465.5988592728987,10.727601847711052,1068792
"SfmDynamicJmhBenchmarks",0010,717.4277419389534,7.037405812089873,1301661
"SfmDynamicJmhBenchmarks",0100,3432.5675812186046,24.59414006875503,1013684
"SfmDynamicJmhBenchmarks",1000,32986.999935779284,58.181292447797546,1666129
"SfmNoAsmJmhBenchmarks",0001,514.2078502704057,5.995546175070216,1887349
"SfmNoAsmJmhBenchmarks",0010,1608.8629874975393,16.38727466549867,1092185
"SfmNoAsmJmhBenchmarks",0100,12561.723498892121,42.693880765614786,1096690
"SfmNoAsmJmhBenchmarks",1000,121054.12505908108,150.7244387188876,907651
"RomaJmhBenchmarks",0001,402.30102371027675,8.966022593946219,1259243
"RomaJmhBenchmarks",0010,653.1309332395462,9.923115624642469,1447249
"RomaJmhBenchmarks",0100,2951.358772171613,22.93082242647058,1182706
"RomaJmhBenchmarks",1000,28586.615148857545,56.3808432557392,1922442
"Sql2oJmhBenchmarks",0001,3622.183246536811,18.638787787545,1931529
"Sql2oJmhBenchmarks",0010,6412.189041708825,34.58603832942992,1086173
"Sql2oJmhBenchmarks",0100,34799.283098739805,61.08241279283211,1577054
"Sql2oJmhBenchmarks",1000,311998.3966202558,409.2646150623395,352216
"HibernateJmhBenchmarks",0001,23210.328259709517,62.105153260332685,1306167
"HibernateJmhBenchmarks",0010,40290.976784628445,80.91343998866154,1361684
"HibernateJmhBenchmarks",0100,210872.66720657717,297.4559766358606,521074
"HibernateJmhBenchmarks",1000,2042405.47917943,3255.756609344512,53865
"MyBatisJmhBenchmarks",0001,14263.245325948721,36.77706912204064,1856473
"MyBatisJmhBenchmarks",0010,45611.03614673932,85.67254696554693,1204258
"MyBatisJmhBenchmarks",0100,349580.6197641835,288.63814660486076,314397
"MyBatisJmhBenchmarks",1000,3639139.8057944174,5468.65861849422,30236
