"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"OpenCsvParser","avgt",1,100,18180.0728658209,64.16015228196707,"ns/op","","1",""
"OpenCsvParser","avgt",1,100,26144.811645029775,53.04276577150246,"ns/op","","10",""
"OpenCsvParser","avgt",1,100,108963.35633943009,440.65115749790414,"ns/op","","100",""
"OpenCsvParser","avgt",1,100,999584.7736524023,3638.914531438438,"ns/op","","1000",""
"ReadSfmCsvParser","avgt",1,100,17748.646605282916,61.16429024964684,"ns/op","","1",""
"ReadSfmCsvParser","avgt",1,100,20844.453157989483,66.59892872554941,"ns/op","","10",""
"ReadSfmCsvParser","avgt",1,100,54852.55247056215,285.2720388650343,"ns/op","","100",""
"ReadSfmCsvParser","avgt",1,100,385277.9839077779,1090.7556022973151,"ns/op","","1000",""
"ReadSfmCsvParserCC","avgt",1,100,17322.632059023963,44.953276679521174,"ns/op","","1",""
"ReadSfmCsvParserCC","avgt",1,100,20348.836261589433,123.47783275802234,"ns/op","","10",""
"ReadSfmCsvParserCC","avgt",1,100,45055.06336879698,486.07836462956647,"ns/op","","100",""
"ReadSfmCsvParserCC","avgt",1,100,315480.68557745975,2596.7498151423097,"ns/op","","1000",""
"HibernateStatefull","avgt",1,100,18194.04832046332,144.47403273858296,"ns/op","HSQLDB","1",""
"HibernateStatefull","avgt",1,100,37744.75396317975,164.86250485543945,"ns/op","HSQLDB","10",""
"HibernateStatefull","avgt",1,100,241852.03811437837,2443.7022126187644,"ns/op","HSQLDB","100",""
"HibernateStatefull","avgt",1,100,2187699.594270527,12847.540554908002,"ns/op","HSQLDB","1000",""
"MyBatis","avgt",1,100,20850.827542947536,442.32689428604664,"ns/op","HSQLDB","1",""
"MyBatis","avgt",1,100,45073.67114442879,498.583100414258,"ns/op","HSQLDB","10",""
"MyBatis","avgt",1,100,270460.1006940041,2431.4609068079385,"ns/op","HSQLDB","100",""
"MyBatis","avgt",1,100,2512025.9225447946,35950.58621586556,"ns/op","HSQLDB","1000",""
"PureJdbc","avgt",1,100,1682.4704930144417,17.00943723706015,"ns/op","HSQLDB","1",""
"PureJdbc","avgt",1,100,4636.789673287475,19.28895787739656,"ns/op","HSQLDB","10",""
"PureJdbc","avgt",1,100,32940.736507591675,73.31909486188168,"ns/op","HSQLDB","100",""
"PureJdbc","avgt",1,100,322138.94164081314,1590.5024434848224,"ns/op","HSQLDB","1000",""
"Jooq.testFetchRecord","avgt",1,100,26781.385840237774,168.54749661897588,"ns/op","HSQLDB","1",""
"Jooq.testFetchRecord","avgt",1,100,35496.67819231575,225.2318391418071,"ns/op","HSQLDB","10",""
"Jooq.testFetchRecord","avgt",1,100,122782.34450072916,761.6806909918482,"ns/op","HSQLDB","100",""
"Jooq.testFetchRecord","avgt",1,100,946664.8594328046,5754.765512382604,"ns/op","HSQLDB","1000",""
"Jooq.testSqlSmfMapper","avgt",1,100,32673.57050385602,326.18835662397254,"ns/op","HSQLDB","1",""
"Jooq.testSqlSmfMapper","avgt",1,100,41257.32643788096,147.36273215987174,"ns/op","HSQLDB","10",""
"Jooq.testSqlSmfMapper","avgt",1,100,128554.83506319794,786.393911811206,"ns/op","HSQLDB","100",""
"Jooq.testSqlSmfMapper","avgt",1,100,971804.1046287493,7413.957733561343,"ns/op","HSQLDB","1000",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,35936.36856384504,274.79989751827856,"ns/op","HSQLDB","1",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,49699.452397896996,173.24479927389683,"ns/op","HSQLDB","10",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,185715.3171599695,313.76850022341,"ns/op","HSQLDB","100",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,1520907.3102676615,3186.0698858353726,"ns/op","HSQLDB","1000",""
"JdbcMapperDynamic","avgt",1,100,2019.4881883559347,18.97138553590926,"ns/op","HSQLDB","1","true"
"JdbcMapperDynamic","avgt",1,100,2179.2535030229383,20.67821915537246,"ns/op","HSQLDB","1","false"
"JdbcMapperDynamic","avgt",1,100,6448.8981660708005,44.24472407401237,"ns/op","HSQLDB","10","true"
"JdbcMapperDynamic","avgt",1,100,7741.150416958706,29.492765702739906,"ns/op","HSQLDB","10","false"
"JdbcMapperDynamic","avgt",1,100,50351.6654875304,84.22794376698093,"ns/op","HSQLDB","100","true"
"JdbcMapperDynamic","avgt",1,100,62749.12844921802,226.25568815252117,"ns/op","HSQLDB","100","false"
"JdbcMapperDynamic","avgt",1,100,491511.25480502774,1108.6932102089445,"ns/op","HSQLDB","1000","true"
"JdbcMapperDynamic","avgt",1,100,624057.1514636972,1743.7543364750868,"ns/op","HSQLDB","1000","false"
"JdbcMapperStatic","avgt",1,100,1720.5988805797917,18.333877006747816,"ns/op","HSQLDB","1","true"
"JdbcMapperStatic","avgt",1,100,1992.8711441375615,16.762922624738803,"ns/op","HSQLDB","1","false"
"JdbcMapperStatic","avgt",1,100,4954.803875094201,14.957046767511667,"ns/op","HSQLDB","10","true"
"JdbcMapperStatic","avgt",1,100,6639.933338604687,22.416716167467595,"ns/op","HSQLDB","10","false"
"JdbcMapperStatic","avgt",1,100,36019.25113312352,168.73606027713822,"ns/op","HSQLDB","100","true"
"JdbcMapperStatic","avgt",1,100,53428.94421275815,200.20534151047363,"ns/op","HSQLDB","100","false"
"JdbcMapperStatic","avgt",1,100,348891.1255015728,1046.5233995716396,"ns/op","HSQLDB","1000","true"
"JdbcMapperStatic","avgt",1,100,499246.8381202094,1978.9189542042982,"ns/op","HSQLDB","1000","false"
"BeanPropertyRowMapper","avgt",1,100,14552.755580216197,69.96818360670792,"ns/op","HSQLDB","1",""
"BeanPropertyRowMapper","avgt",1,100,118778.06427766006,1281.8002803424067,"ns/op","HSQLDB","10",""
"BeanPropertyRowMapper","avgt",1,100,1163809.7629147335,13691.124441296468,"ns/op","HSQLDB","100",""
"BeanPropertyRowMapper","avgt",1,100,1.1617671930672737E7,165613.27011867583,"ns/op","HSQLDB","1000",""
"Roma","avgt",1,100,2346.06932533749,18.456452241733796,"ns/op","HSQLDB","1",""
"Roma","avgt",1,100,6051.674987241896,32.02871221918887,"ns/op","HSQLDB","10",""
"Roma","avgt",1,100,41678.721035202965,124.95804924852447,"ns/op","HSQLDB","100",""
"Roma","avgt",1,100,397683.14995021286,2197.4333995406187,"ns/op","HSQLDB","1000",""
"Sql2O.sfm","avgt",1,100,5025.598026103315,30.795101783246203,"ns/op","HSQLDB","1",""
"Sql2O.sfm","avgt",1,100,8786.860899854055,30.465856738418246,"ns/op","HSQLDB","10",""
"Sql2O.sfm","avgt",1,100,44296.08256239927,137.9893379496845,"ns/op","HSQLDB","100",""
"Sql2O.sfm","avgt",1,100,405954.6539070221,835.5831395118252,"ns/op","HSQLDB","1000",""
"Sql2O","avgt",1,100,6293.495826722494,48.954624978392786,"ns/op","HSQLDB","1",""
"Sql2O","avgt",1,100,12251.958722450494,39.46535863574224,"ns/op","HSQLDB","10",""
"Sql2O","avgt",1,100,69352.73076786508,210.63392471072046,"ns/op","HSQLDB","100",""
"Sql2O","avgt",1,100,640018.6493965095,1841.362315022195,"ns/op","HSQLDB","1000",""
