"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: limit"
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsm","avgt",1,100.000000,10736.213982,66.522265,"ns/op",5
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsm","avgt",1,100.000000,13417.677187,73.339009,"ns/op",10
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsm","avgt",1,100.000000,62388.510921,713.074790,"ns/op",100
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsm","avgt",1,100.000000,571033.998060,5641.101539,"ns/op",1000
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsm","avgt",1,100.000000,5794203.692080,56913.924714,"ns/op",10000
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsmFinal","avgt",1,100.000000,8863.492088,69.692315,"ns/op",1
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsmFinal","avgt",1,100.000000,11553.783275,92.143348,"ns/op",5
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsmFinal","avgt",1,100.000000,14539.247055,79.835745,"ns/op",10
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsmFinal","avgt",1,100.000000,74494.219064,830.321626,"ns/op",100
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsmFinal","avgt",1,100.000000,676437.326043,4566.992480,"ns/op",1000
"org.sfm.benchmark.csv.CsvMapperBenchmark.testReadSfmCsvMapperNoAsmFinal","avgt",1,100.000000,7032563.984990,48240.340391,"ns/op",10000
"org.sfm.benchmark.csv.CsvMapperBenchmark.testUnivocityCsvMapper","avgt",1,100.000000,4549712.675264,25761.193819,"ns/op",1
"org.sfm.benchmark.csv.CsvMapperBenchmark.testUnivocityCsvMapper","avgt",1,100.000000,4548317.192323,23215.623957,"ns/op",5
"org.sfm.benchmark.csv.CsvMapperBenchmark.testUnivocityCsvMapper","avgt",1,100.000000,4550827.662045,32731.847020,"ns/op",10
"org.sfm.benchmark.csv.CsvMapperBenchmark.testUnivocityCsvMapper","avgt",1,100.000000,4649114.726417,19263.307854,"ns/op",100
"org.sfm.benchmark.csv.CsvMapperBenchmark.testUnivocityCsvMapper","avgt",1,100.000000,5496438.313210,17806.477176,"ns/op",1000
"org.sfm.benchmark.csv.CsvMapperBenchmark.testUnivocityCsvMapper","avgt",1,100.000000,14324897.634051,28517.581914,"ns/op",10000
"org.sfm.benchmark.csv.CsvParserBenchmark.testJacksonCsvParser","avgt",1,100.000000,9260.955781,75.928690,"ns/op",1
"org.sfm.benchmark.csv.CsvParserBenchmark.testJacksonCsvParser","avgt",1,100.000000,11799.292046,89.695829,"ns/op",5
"org.sfm.benchmark.csv.CsvParserBenchmark.testJacksonCsvParser","avgt",1,100.000000,14041.894633,89.421789,"ns/op",10
"org.sfm.benchmark.csv.CsvParserBenchmark.testJacksonCsvParser","avgt",1,100.000000,61733.251948,314.508337,"ns/op",100
"org.sfm.benchmark.csv.CsvParserBenchmark.testJacksonCsvParser","avgt",1,100.000000,550127.703796,5204.010702,"ns/op",1000
"org.sfm.benchmark.csv.CsvParserBenchmark.testJacksonCsvParser","avgt",1,100.000000,5326153.724068,46574.043181,"ns/op",10000
"org.sfm.benchmark.csv.CsvParserBenchmark.testOpenCsvParser","avgt",1,100.000000,8420.147347,70.672384,"ns/op",1
"org.sfm.benchmark.csv.CsvParserBenchmark.testOpenCsvParser","avgt",1,100.000000,12132.181814,83.757428,"ns/op",5
"org.sfm.benchmark.csv.CsvParserBenchmark.testOpenCsvParser","avgt",1,100.000000,16450.226810,89.738232,"ns/op",10
"org.sfm.benchmark.csv.CsvParserBenchmark.testOpenCsvParser","avgt",1,100.000000,97361.042697,237.218997,"ns/op",100
"org.sfm.benchmark.csv.CsvParserBenchmark.testOpenCsvParser","avgt",1,100.000000,991706.165494,11926.255455,"ns/op",1000
"org.sfm.benchmark.csv.CsvParserBenchmark.testOpenCsvParser","avgt",1,100.000000,9664344.368145,165247.365326,"ns/op",10000
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParser","avgt",1,100.000000,7914.585833,58.763605,"ns/op",1
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParser","avgt",1,100.000000,9377.174766,62.027112,"ns/op",5
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParser","avgt",1,100.000000,11207.035195,70.100992,"ns/op",10
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParser","avgt",1,100.000000,44688.503110,115.048185,"ns/op",100
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParser","avgt",1,100.000000,371277.716550,1175.270464,"ns/op",1000
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParser","avgt",1,100.000000,3962106.187938,6668.478503,"ns/op",10000
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParserCC","avgt",1,100.000000,7711.496733,58.479506,"ns/op",1
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParserCC","avgt",1,100.000000,9149.092330,64.080199,"ns/op",5
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParserCC","avgt",1,100.000000,10536.101702,64.212819,"ns/op",10
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParserCC","avgt",1,100.000000,34685.949843,533.612151,"ns/op",100
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParserCC","avgt",1,100.000000,300571.198165,1245.508833,"ns/op",1000
"org.sfm.benchmark.csv.CsvParserBenchmark.testReadSfmCsvParserCC","avgt",1,100.000000,3027668.705912,15431.801306,"ns/op",10000
"org.sfm.benchmark.csv.CsvParserBenchmark.testUnivocityParser","avgt",1,100.000000,3970823.631354,11544.671539,"ns/op",1
"org.sfm.benchmark.csv.CsvParserBenchmark.testUnivocityParser","avgt",1,100.000000,3980318.766837,10987.532798,"ns/op",5
"org.sfm.benchmark.csv.CsvParserBenchmark.testUnivocityParser","avgt",1,100.000000,3986779.923614,9924.307869,"ns/op",10
"org.sfm.benchmark.csv.CsvParserBenchmark.testUnivocityParser","avgt",1,100.000000,4093869.967996,9677.588219,"ns/op",100
"org.sfm.benchmark.csv.CsvParserBenchmark.testUnivocityParser","avgt",1,100.000000,4919939.225288,13677.794434,"ns/op",1000
"org.sfm.benchmark.csv.CsvParserBenchmark.testUnivocityParser","avgt",1,100.000000,13342405.816190,22420.380742,"ns/op",10000
