benchmark,object,query size,10%,20%,30%,40%,50%,60%,70%,80%,90%,95%,99%,min,avg,max
PureJdbcBenchmark,SmallBenchmarkObject,00001,00286.00,00286.00,00288.00,00288.00,00288.00,00290.00,00290.00,00292.00,00296.00,00305.00,00518.00,00282.00,00297.96,1043968.00
PureJdbcBenchmark,SmallBenchmarkObject,00010,00539.00,00540.00,00542.00,00544.00,00546.00,00547.00,00549.00,00555.00,00563.00,00572.00,00651.00,00534.00,00566.13,1334272.00
